id	cue	alpha_deg	location	dir	resp	rerr
sj03	2	110	4	-1	-0.52	2.43986217719376
sj03	1	180	2	1	-2.12	1.02159265358979
sj03	1	320	4	-1	-0.65	-0.0481317007977318
sj03	1	150	4	-1	1.52	1.09799387799149
sj03	2	200	1	1	2.45	-1.04065850398866
sj03	1	70	4	1	1.53	0.308269523603969
sj03	2	190	2	-1	1.06	2.25612557878923
sj03	1	190	4	-1	-2.88	-0.0870597283903598
sj03	1	280	1	1	-0.61	0.786263401595464
sj03	2	260	1	1	-0.65	1.09532925199433
sj03	1	190	2	-1	2.69	0.626125578789226
sj03	2	60	2	-1	0.66	0.387197551196598
sj03	2	90	3	-1	0.11	1.4607963267949
sj03	1	90	2	-1	0.89	0.680796326794896
sj03	2	290	2	1	-0.61	0.611730476396031
sj03	2	330	4	-1	-0.81	0.2864012244017
sj03	1	250	4	-1	-2.36	0.440137822806237
sj03	1	330	2	1	0	0.523598775598299
sj03	1	40	2	-1	0.42	0.278131700797732
sj03	1	150	2	-1	2.33	0.287993877991494
sj03	2	260	4	1	-0.95	0.795329251994329
sj03	1	210	3	-1	-2.92	0.302006122008506
sj03	2	250	2	1	-1.16	0.759862177193763
sj03	1	330	1	-1	-0.32	-0.203598775598299
sj03	2	310	4	-1	-1.53	0.657335374002835
sj03	1	10	4	-1	-0.72	0.894532925199433
sj03	2	250	4	-1	-2.69	0.770137822806237
sj03	1	90	4	-1	0.71	0.860796326794897
sj03	2	150	3	1	2.33	-0.287993877991494
sj03	2	290	1	-1	-0.72	-0.501730476396032
sj03	1	10	2	-1	-0.64	0.814532925199433
sj03	1	0	4	1	-0.17	-0.17
sj03	1	40	4	1	0.86	0.161868299202268
sj03	2	20	3	-1	-0.3	0.649065850398866
sj03	2	340	3	1	0.89	1.23906585039887
sj03	2	160	4	-1	2.61	0.182526803190927
sj03	1	70	4	-1	0.72	0.501730476396031
sj03	1	210	2	-1	2.98	0.685191429188092
sj03	1	50	4	-1	0.05	0.822664625997165
sj03	1	280	3	-1	-1.65	0.253736598404536
sj03	2	190	2	1	-2.74	0.22705972839036
sj03	2	290	3	1	-0.61	0.611730476396031
sj03	1	20	3	-1	-0.48	0.829065850398866
sj03	2	140	2	-1	2.41	0.0334609527920611
sj03	2	90	4	-1	1.12	0.450796326794896
sj03	2	50	4	1	0.8	-0.0726646259971647
sj03	1	310	2	1	0.19	1.06266462599717
sj03	1	130	2	-1	1.18	1.08892802759263
sj03	1	130	3	-1	1.59	0.678928027592628
sj03	2	270	4	1	-0.75	0.820796326794897
sj03	1	290	4	1	-0.69	0.531730476396032
sj03	2	140	2	1	3.14	0.696539047207939
sj03	2	320	3	1	-0.52	0.178131700797732
sj03	2	210	1	-1	2.36	1.30519142918809
sj03	1	120	3	-1	1.47	0.624395102393195
sj03	1	230	2	1	-1.53	0.738928027592628
sj03	2	190	4	1	-2.11	0.85705972839036
sj03	2	340	4	-1	-1	0.650934149601134
sj03	2	30	4	1	0.74	0.216401224401701
sj03	1	200	3	1	-2.24	0.552526803190928
sj03	2	170	4	-1	2.41	0.55705972839036
sj03	1	330	3	1	-0.22	0.3035987755983
sj03	2	30	3	-1	-0.43	0.953598775598299
sj03	2	70	1	-1	0.46	0.761730476396031
sj03	1	180	4	-1	2.57	0.571592653589793
sj03	1	0	2	1	0.67	0.67
sj03	2	140	4	-1	2.25	0.193460952792061
sj03	1	160	2	1	-2.51	0.980658503988659
sj03	2	280	3	-1	-2.15	0.753736598404536
sj03	1	350	4	-1	-0.74	0.565467074800566
sj03	1	250	2	1	-1.57	0.349862177193763
sj03	2	180	2	-1	2.21	0.931592653589793
sj03	1	310	4	-1	-1.43	0.557335374002835
sj03	2	50	1	1	2.53	1.65733537400284
sj03	2	340	1	-1	2.55	-2.89906585039887
sj03	1	190	3	-1	2.36	0.956125578789226
sj03	2	40	2	-1	0.64	0.0581317007977318
sj03	2	10	3	-1	-0.29	0.464532925199433
sj03	1	20	1	1	1.36	1.01093414960113
sj03	1	210	3	1	-2.25	0.367993877991494
sj03	1	110	1	-1	1.6	0.319862177193762
sj03	1	80	1	1	2.36	0.963736598404536
sj03	1	270	3	1	-0.89	0.680796326794897
sj03	2	290	4	1	-0.73	0.491730476396031
sj03	2	220	1	-1	-2.97	0.526539047207938
sj03	1	10	1	1	1.79	1.61546707480057
sj03	2	80	3	1	2.36	0.963736598404536
sj03	2	50	3	-1	0.69	0.182664625997165
sj03	1	320	1	-1	-0.41	-0.288131700797732
sj03	1	190	1	1	-2.12	0.84705972839036
sj03	1	320	4	1	-0.58	0.118131700797732
sj03	1	320	3	1	-0.08	0.618131700797732
sj03	2	80	1	-1	0.61	0.786263401595464
sj03	1	110	2	-1	0.84	1.07986217719376
sj03	1	100	4	-1	0.65	1.09532925199433
sj03	1	40	1	-1	0.18	0.518131700797732
sj03	2	80	2	-1	0.67	0.726263401595464
sj03	2	100	2	1	2.44	0.69467074800567
sj03	1	140	3	1	-2.87	0.969724354387525
sj03	2	100	1	1	2.51	0.76467074800567
sj03	2	280	4	1	-0.73	0.666263401595464
sj03	2	350	4	-1	-0.55	0.375467074800566
sj03	2	240	1	1	-1.68	0.414395102393196
sj03	1	270	3	-1	-2.14	0.569203673205104
sj03	1	110	3	-1	1.62	0.299862177193762
sj03	1	340	1	1	0.32	0.669065850398866
sj03	1	350	1	-1	-0.67	0.495467074800566
sj03	1	160	4	1	-2.59	0.900658503988659
sj03	2	130	2	1	3.05	0.781071972407371
sj03	2	20	1	-1	0.17	0.179065850398866
sj03	1	130	4	-1	1.61	0.658928027592628
sj03	2	230	1	-1	-2.2	-0.0689280275926285
sj03	1	220	1	1	-1.67	0.773460952792062
sj03	1	170	2	-1	2.06	0.90705972839036
sj03	2	210	4	1	-0.85	1.76799387799149
sj03	1	210	2	1	-1.61	1.00799387799149
sj03	1	10	3	-1	-0.33	0.504532925199433
sj03	1	40	2	1	1.49	0.791868299202268
sj03	2	110	4	1	2.5	0.580137822806237
sj03	1	280	1	-1	-2.03	0.633736598404535
sj03	2	10	4	1	0.75	0.575467074800567
sj03	1	200	2	1	-2.37	0.422526803190927
sj03	1	340	3	1	-0.07	0.279065850398865
sj03	1	80	1	-1	1.18	0.216263401595464
sj03	1	230	2	-1	-2.72	0.451071972407371
sj03	2	20	3	1	0.69	0.340934149601134
sj03	1	220	4	-1	-3.04	0.596539047207939
sj03	1	230	1	1	-1.5	0.768928027592629
sj03	2	250	1	1	-1.57	0.349862177193763
sj03	2	190	1	-1	2.25	1.06612557878923
sj03	1	60	4	-1	-0.13	1.1771975511966
sj03	2	150	4	1	-2.93	0.735191429188092
sj03	2	190	3	1	-2.3	0.66705972839036
sj03	2	0	4	1	0.91	0.91
sj03	2	20	2	-1	-0.2	0.549065850398866
sj03	1	120	4	-1	1.57	0.524395102393195
sj03	1	150	1	-1	2.55	0.0679938779914946
sj03	1	120	4	1	2.75	0.655604897606805
sj03	2	140	1	-1	2.7	-0.256539047207939
sj03	1	200	1	1	-2.18	0.612526803190927
sj03	1	260	1	1	-1.08	0.665329251994329
sj03	2	150	3	-1	1.92	0.697993877991494
sj03	1	330	3	-1	-1.05	0.5264012244017
sj03	1	110	3	1	2.68	0.760137822806238
sj03	1	290	3	1	-0.86	0.361730476396031
sj03	2	320	3	-1	-1.26	0.561868299202268
sj03	2	350	2	1	0.78	0.954532925199434
sj03	1	20	4	1	0.67	0.320934149601134
sj03	2	310	3	-1	-1.33	0.457335374002835
sj03	2	250	3	-1	-2.28	0.360137822806237
sj03	1	250	1	-1	-2.19	0.270137822806237
sj03	1	200	3	-1	3.06	0.430658503988659
sj03	2	50	1	-1	0.94	-0.0673353740028352
sj03	2	140	3	-1	1.85	0.593460952792061
sj03	1	270	2	-1	-2.4	0.829203673205103
sj03	2	210	2	1	-2.16	0.457993877991494
sj03	2	80	3	-1	0.61	0.786263401595464
sj03	2	270	2	1	-0.94	0.630796326794897
sj03	1	250	3	1	-0.83	1.08986217719376
sj03	2	330	2	-1	-1.22	0.6964012244017
sj03	2	0	3	1	-0.35	-0.35
sj03	2	150	2	1	-3.1	0.565191429188092
sj03	1	90	3	1	2.38	0.809203673205103
sj03	1	210	4	-1	3.14	0.525191429188092
sj03	2	10	1	1	0.83	0.655467074800567
sj03	1	300	1	1	-0.6	0.447197551196598
sj03	1	340	3	-1	-0.74	0.390934149601134
sj03	1	220	2	-1	3.04	0.799724354387525
sj03	2	80	2	1	2.01	0.613736598404536
sj03	1	0	3	1	0.79	0.79
sj03	2	40	1	-1	1.25	-0.551868299202268
sj03	1	330	1	1	0.13	0.653598775598299
sj03	2	130	4	1	-3.04	0.974257279586958
sj03	2	280	1	-1	0.49	-1.88626340159546
sj03	2	60	1	1	2.17	1.1228024488034
sj03	2	190	1	1	2.49	-0.826125578789226
sj03	2	200	4	1	-2.03	0.762526803190928
sj03	2	110	3	-1	1.41	0.509862177193763
sj03	2	140	3	1	-2.69	1.14972435438752
sj03	2	240	3	1	-1.37	0.724395102393196
sj03	2	290	2	-1	-1.77	0.548269523603968
sj03	2	270	1	-1	-1.79	0.219203673205103
sj03	1	160	1	1	-2.91	0.580658503988659
sj03	2	180	3	1	-2.38	0.761592653589793
sj03	2	160	1	-1	2.27	0.522526803190927
sj03	1	90	2	1	1.97	0.399203673205103
sj03	2	130	3	1	2.61	0.341071972407371
sj03	1	240	4	-1	-2.29	0.195604897606804
sj03	1	350	3	1	0.72	0.894532925199434
sj03	2	210	1	1	-1.87	0.747993877991494
sj03	1	260	3	1	-1	0.74532925199433
sj03	2	300	2	1	0.26	1.3071975511966
sj03	1	0	1	-1	-0.79	0.79
sj03	2	230	4	1	-0.85	1.41892802759263
sj03	2	340	1	1	0.2	0.549065850398866
sj03	2	60	2	1	1.54	0.492802448803402
sj03	2	200	2	-1	2.65	0.840658503988659
sj03	1	30	1	-1	-0.26	0.783598775598299
sj03	2	60	3	-1	0.16	0.887197551196597
sj03	2	70	4	1	1.96	0.738269523603969
sj03	1	70	1	1	1.64	0.418269523603969
sj03	1	300	1	-1	-1.57	0.522802448803403
sj03	1	220	1	-1	-3.03	0.586539047207939
sj03	2	20	2	1	0.69	0.340934149601134
sj03	2	100	3	1	0.44	-1.30532925199433
sj03	2	30	3	1	0.86	0.336401224401701
sj03	1	250	3	-1	-2.52	0.600137822806237
sj03	1	100	4	1	2.52	0.77467074800567
sj03	1	80	2	1	2.06	0.663736598404536
sj03	1	100	3	1	2.45	0.704670748005671
sj03	1	300	3	-1	-1.52	0.472802448803403
sj03	1	200	4	1	-2.05	0.742526803190927
sj03	1	30	2	1	0.54	0.0164012244017012
sj03	1	20	4	-1	-0.41	0.759065850398866
sj03	2	40	3	-1	-0.35	1.04813170079773
sj03	1	80	4	1	1.79	0.393736598404536
sj03	1	340	4	-1	-0.67	0.320934149601134
sj03	2	230	1	1	-1.82	0.448928027592628
sj03	1	270	1	-1	-2.21	0.639203673205103
sj03	2	320	2	1	0.09	0.788131700797732
sj03	1	60	4	1	1.61	0.562802448803402
sj03	1	10	3	1	0.73	0.555467074800567
sj03	1	60	1	1	1.74	0.692802448803402
sj03	2	110	2	-1	1.24	0.679862177193763
sj03	2	240	2	-1	-2.36	0.265604897606804
sj03	1	280	4	-1	-1.85	0.453736598404536
sj03	2	260	3	1	-0.93	0.81532925199433
sj03	2	30	2	1	0.91	0.386401224401701
sj03	2	210	4	-1	-2.28	-0.337993877991494
sj03	2	310	1	-1	-1.52	0.647335374002836
sj03	2	300	4	-1	-1.86	0.812802448803403
sj03	1	190	3	1	-2.28	0.68705972839036
sj03	2	220	4	-1	-2.53	0.0865390472079388
sj03	1	330	2	-1	-1	0.476401224401701
sj03	2	240	2	1	-1.45	0.644395102393196
sj03	2	120	2	-1	1.22	0.874395102393195
sj03	1	260	1	-1	-2.7	0.954670748005671
sj03	2	220	1	1	-1.88	0.563460952792062
sj03	2	150	2	-1	0.73	1.88799387799149
sj03	2	10	4	-1	-0.46	0.634532925199433
sj03	2	320	4	1	0	0.698131700797732
sj03	1	310	3	1	-0.38	0.492664625997165
sj03	2	300	3	1	-1.68	-0.632802448803402
sj03	1	220	3	1	-1.6	0.843460952792061
sj03	1	270	2	1	-0.76	0.810796326794897
sj03	1	150	2	1	-3	0.665191429188092
sj03	1	80	4	-1	0.61	0.786263401595464
sj03	2	150	1	1	2.91	0.292006122008506
sj03	2	90	1	-1	0.5	1.0707963267949
sj03	2	350	3	-1	-0.92	0.745467074800566
sj03	1	220	2	1	-1.54	0.903460952792061
sj03	2	340	3	-1	-1.22	0.870934149601134
sj03	1	170	2	1	-2.84	0.476125578789226
sj03	2	350	4	1	0.56	0.734532925199433
sj03	2	250	3	1	-1.03	0.889862177193763
sj03	2	40	4	1	1	0.301868299202268
sj03	1	60	1	-1	0.64	0.407197551196598
sj03	2	200	1	-1	2.8	0.690658503988659
sj03	1	120	3	1	2.53	0.435604897606805
sj03	1	290	1	-1	3.02	2.04145483078356
sj03	1	70	3	1	1.57	0.348269523603969
sj03	1	60	2	-1	0.89	0.157197551196598
sj03	2	60	4	1	1.38	0.332802448803402
sj03	1	30	3	-1	-0.07	0.593598775598299
sj03	1	300	2	-1	-1.57	0.522802448803403
sj03	1	100	3	-1	1.29	0.455329251994329
sj03	2	120	3	-1	1.57	0.524395102393195
sj03	2	120	4	1	2.75	0.655604897606805
sj03	2	90	2	-1	0.32	1.2507963267949
sj03	2	170	4	1	-2.72	0.596125578789225
sj03	1	310	1	1	-0.14	0.732664625997165
sj03	2	180	2	1	-2.47	0.671592653589793
sj03	2	200	3	1	-2.53	0.262526803190928
sj03	2	170	2	-1	-0.42	-2.89612557878923
sj03	2	50	3	1	1.67	0.797335374002835
sj03	1	330	4	-1	-1.5	0.976401224401701
sj03	1	100	2	-1	0.44	1.30532925199433
sj03	1	240	2	-1	-2.68	0.585604897606805
sj03	2	300	3	-1	-1.43	0.382802448803402
sj03	2	100	4	1	1.61	-0.135329251994329
sj03	1	150	3	1	-3.02	0.645191429188092
sj03	2	0	1	-1	-1.33	1.33
sj03	1	90	4	1	1.89	0.319203673205103
sj03	2	230	2	-1	-2.94	0.671071972407372
sj03	1	0	2	-1	-0.61	0.61
sj03	1	150	1	1	-3.11	0.555191429188092
sj03	2	30	4	-1	0.31	0.213598775598299
sj03	2	310	2	-1	-1.47	0.597335374002835
sj03	1	70	1	-1	0.39	0.831730476396031
sj03	2	130	1	1	2.29	0.0210719724073716
sj03	1	50	2	-1	0.2	0.672664625997165
sj03	1	300	2	1	-0.51	0.537197551196598
sj03	2	110	2	1	2.13	0.210137822806237
sj03	1	290	4	-1	-1.93	0.708269523603968
sj03	2	270	3	-1	-2.3	0.729203673205103
sj03	1	340	1	-1	-0.81	0.460934149601135
sj03	2	40	3	1	1.08	0.381868299202268
sj03	1	170	1	1	-2.2	1.11612557878923
sj03	2	250	1	-1	-2.44	0.520137822806237
sj03	2	0	1	1	1.09	1.09
sj03	2	90	3	1	1.32	-0.250796326794896
sj03	1	350	2	1	0.55	0.724532925199434
sj03	1	0	4	-1	-0.65	0.65
sj03	2	110	1	-1	2.52	-0.600137822806238
sj03	2	180	1	-1	2.4	0.741592653589793
sj03	1	180	3	1	-2.45	0.691592653589793
sj03	2	30	1	-1	-2.47	2.9935987755983
sj03	1	200	4	-1	-3.1	0.307473196809073
sj03	2	190	4	-1	2.41	0.906125578789226
sj03	2	220	2	-1	-2.91	0.466539047207939
sj03	1	240	1	1	-1.59	0.504395102393196
sj03	2	140	1	1	2.93	0.486539047207939
sj03	2	160	2	-1	2.52	0.272526803190927
sj03	1	290	2	1	-0.45	0.771730476396031
sj03	2	170	1	-1	2.83	0.13705972839036
sj03	1	100	2	1	2.03	0.28467074800567
sj03	1	110	4	-1	0.97	0.949862177193762
sj03	2	350	3	1	0.86	1.03453292519943
sj03	2	10	3	1	0.95	0.775467074800567
sj03	1	160	3	1	-3.08	0.410658503988659
sj03	2	300	1	1	0.34	1.3871975511966
sj03	1	170	1	-1	2.6	0.36705972839036
sj03	2	180	3	-1	2.91	0.231592653589793
sj03	1	30	2	-1	0.09	0.433598775598299
sj03	2	240	1	-1	-2.5	0.405604897606804
sj03	2	210	3	1	-1.64	0.977993877991495
sj03	2	350	2	-1	-0.2	0.0254670748005663
sj03	1	270	1	1	-0.51	1.0607963267949
sj03	1	130	1	-1	1.57	0.698928027592628
sj03	2	180	1	1	-2.1	1.04159265358979
sj03	2	300	1	-1	-1.99	0.942802448803403
sj03	1	250	2	-1	-2.36	0.440137822806237
sj03	1	20	2	1	0.81	0.460934149601134
sj03	1	130	3	1	2.72	0.451071972407372
sj03	1	90	3	-1	0.57	1.0007963267949
sj03	2	40	1	1	1.46	0.761868299202268
sj03	1	280	3	1	-0.66	0.736263401595464
sj03	1	210	4	1	-1.86	0.757993877991494
sj03	2	170	2	1	-2.27	1.04612557878923
sj03	1	40	1	1	1.57	0.871868299202268
sj03	1	300	4	1	-0.54	0.507197551196598
sj03	2	70	1	1	2.1	0.878269523603969
sj03	2	330	3	-1	-1.43	0.9064012244017
sj03	1	350	2	-1	-0.93	0.755467074800566
sj03	1	90	1	1	2.26	0.689203673205103
sj03	2	70	2	1	1.73	0.508269523603969
sj03	2	180	4	1	-2.05	1.09159265358979
sj03	2	200	2	1	-2.33	0.462526803190928
sj03	1	230	4	1	-1.44	0.828928027592628
sj03	1	280	2	1	-0.81	0.586263401595464
sj03	2	150	1	-1	2.34	0.277993877991495
sj03	1	40	3	1	1.69	0.991868299202268
sj03	1	10	2	1	0.73	0.555467074800567
sj03	1	70	2	1	1.72	0.498269523603969
sj03	2	30	1	1	1.7	1.1764012244017
sj03	1	20	2	-1	0.01	0.339065850398866
sj03	2	330	3	1	2.56	3.0835987755983
sj03	2	290	1	1	-1.22	0.00173047639603154
sj03	1	240	2	1	-1.37	0.724395102393196
sj03	2	90	4	1	0.39	-1.1807963267949
sj03	2	0	4	-1	-0.62	0.62
sj03	1	170	4	1	-2.31	1.00612557878923
sj03	1	270	4	-1	-2.3	0.729203673205103
sj03	1	160	2	-1	2.29	0.502526803190927
sj03	2	230	3	-1	-2.58	0.311071972407371
sj03	1	170	3	-1	2.74	0.22705972839036
sj03	1	120	2	1	2.84	0.745604897606805
sj03	2	50	4	-1	0.2	0.672664625997165
sj03	1	140	3	-1	2.19	0.253460952792061
sj03	2	290	3	-1	-2.1	0.878269523603968
sj03	2	190	3	-1	2.71	0.606125578789226
sj03	1	30	4	-1	-0.28	0.803598775598299
sj03	2	50	2	1	1.27	0.397335374002835
sj03	2	70	3	1	2.15	0.928269523603969
sj03	2	70	2	-1	0.62	0.601730476396031
sj03	2	320	1	-1	-1.33	0.631868299202268
sj03	2	50	2	-1	-0.05	0.922664625997165
sj03	2	300	2	-1	-1.33	0.282802448803402
sj03	2	150	4	-1	1.78	0.837993877991494
sj03	1	60	3	1	1.7	0.652802448803402
sj03	1	270	4	1	-0.66	0.910796326794897
sj03	1	210	1	1	-1.99	0.627993877991494
sj03	1	110	4	1	2.24	0.320137822806238
sj03	2	280	1	1	-1.02	0.376263401595464
sj03	2	100	4	-1	0.8	0.945329251994329
sj03	1	260	4	1	-0.64	1.10532925199433
sj03	1	260	2	1	-1.07	0.675329251994329
sj03	2	230	2	1	-1.4	0.868928027592629
sj03	1	50	2	1	1.4	0.527335374002835
sj03	2	20	4	1	0.82	0.470934149601134
sj03	2	160	2	1	-3.13	0.36065850398866
sj03	2	340	2	1	0.51	0.859065850398866
sj03	2	80	4	1	1.82	0.423736598404536
sj03	2	100	2	-1	0.69	1.05532925199433
sj03	2	240	4	-1	-2.79	0.695604897606804
sj03	1	80	3	1	2.21	0.813736598404536
sj03	1	180	4	1	-2.36	0.781592653589794
sj03	1	210	1	-1	-3.08	0.462006122008506
sj03	2	320	2	-1	-1.5	0.801868299202268
sj03	1	300	4	-1	-1.35	0.302802448803403
sj03	1	240	3	1	-1.33	0.764395102393196
sj03	1	180	2	-1	2.73	0.411592653589793
sj03	1	160	4	-1	1.8	0.992526803190927
sj03	2	180	4	-1	2.25	0.891592653589793
sj03	1	10	1	-1	-0.92	1.09453292519943
sj03	1	230	1	-1	-2.25	-0.0189280275926287
sj03	2	240	4	1	-1.53	0.564395102393196
sj03	1	70	2	-1	0.6	0.621730476396031
sj03	1	150	3	-1	1.79	0.827993877991494
sj03	2	320	1	1	-0.22	0.478131700797732
sj03	1	160	3	-1	2.55	0.242526803190927
sj03	2	330	1	1	0.48	1.0035987755983
sj03	1	230	4	-1	-2.52	0.251071972407372
sj03	1	350	1	1	0.51	0.684532925199434
sj03	2	260	2	1	-0.79	0.95532925199433
sj03	1	90	1	-1	0.84	0.730796326794897
sj03	1	320	2	1	-0.28	0.418131700797732
sj03	2	110	1	1	2.41	0.490137822806238
sj03	1	220	4	1	-1.38	1.06346095279206
sj03	2	310	2	1	-1.18	-0.307335374002835
sj03	2	280	2	-1	-1.54	0.143736598404536
sj03	2	340	4	1	0.46	0.809065850398866
sj03	1	0	3	-1	-1.16	1.16
sj03	2	270	4	-1	-2.03	0.459203673205103
sj03	1	200	1	-1	2.45	1.04065850398866
sj03	1	80	3	-1	0.71	0.686263401595464
sj03	1	350	4	1	0.05	0.224532925199434
sj03	1	30	4	1	0.93	0.406401224401701
sj03	2	310	4	1	-0.95	-0.0773353740028353
sj03	1	40	3	-1	-0.06	0.758131700797732
sj03	2	160	4	1	-2.98	0.510658503988659
sj03	2	70	3	-1	0.62	0.601730476396031
sj03	1	130	2	1	3.12	0.851071972407372
sj03	2	310	3	1	-0.6	0.272664625997165
sj03	1	60	2	1	1.57	0.522802448803402
sj03	2	60	4	-1	-0.23	1.2771975511966
sj03	2	0	2	1	0.42	0.42
sj03	1	310	2	-1	-1.27	0.397335374002836
sj03	1	50	3	-1	-0.18	1.05266462599716
sj03	1	190	2	1	-2.71	0.25705972839036
sj03	1	290	1	1	-0.55	0.671730476396031
sj03	2	330	2	1	-0.15	0.373598775598299
sj03	1	100	1	-1	1.67	0.0753292519943296
sj03	2	290	4	-1	-0.65	-0.571730476396031
sj03	1	280	2	-1	-2.54	1.14373659840454
sj03	2	230	3	1	-2.36	-0.0910719724073716
sj03	2	280	4	-1	-2.42	1.02373659840454
sj03	1	30	1	1	1.27	0.746401224401701
sj03	2	170	3	-1	-1.44	-1.87612557878923
sj03	2	300	4	1	-0.91	0.137197551196598
sj03	1	40	4	-1	-0.27	0.968131700797732
sj03	1	330	4	1	-0.12	0.403598775598299
sj03	1	320	2	-1	-1.49	0.791868299202268
sj03	2	260	4	-1	-2.09	0.34467074800567
sj03	1	140	4	-1	1.64	0.803460952792061
sj03	2	120	1	1	-1.9	2.28879020478639
sj03	1	240	3	-1	-2.26	0.165604897606804
sj03	1	160	1	-1	2.38	0.412526803190927
sj03	1	280	4	1	-0.53	0.866263401595464
sj03	2	130	2	-1	1.18	1.08892802759263
sj03	2	30	2	-1	-0.31	0.833598775598299
sj03	1	120	1	1	2.98	0.885604897606805
sj03	2	120	1	-1	2.21	-0.115604897606805
sj03	1	300	3	1	-0.1	0.947197551196598
sj03	2	120	2	1	1.75	-0.344395102393195
sj03	2	330	4	1	-0.35	0.1735987755983
sj03	2	250	2	-1	-3.01	1.09013782280624
sj03	1	250	1	1	-1.62	0.299862177193763
sj03	2	40	4	-1	-0.14	0.838131700797732
sj03	1	340	4	1	-0.05	0.299065850398866
sj03	1	30	3	1	0.56	0.0364012244017012
sj03	1	140	1	-1	1.89	0.553460952792061
sj03	1	290	2	-1	-1.48	0.258269523603969
sj03	2	10	2	1	0.59	0.415467074800567
sj03	2	130	3	-1	0.37	1.89892802759263
sj03	1	260	2	-1	-2.43	0.68467074800567
sj03	1	250	4	1	-1.27	0.649862177193763
sj03	2	310	1	1	0.05	0.922664625997165
sj03	1	340	2	1	0.64	0.989065850398866
sj03	2	100	3	-1	1.72	0.0253292519943296
sj03	2	350	1	1	2.17	2.34453292519943
sj03	2	200	3	-1	2.18	1.31065850398866
sj03	1	200	2	-1	2.79	0.700658503988659
sj03	2	10	2	-1	-0.61	0.784532925199433
sj03	2	270	3	1	-0.88	0.690796326794897
sj03	2	170	3	1	-2.28	1.03612557878923
sj03	1	120	2	-1	0.59	1.5043951023932
sj03	1	50	1	1	1.71	0.837335374002835
sj03	2	40	2	1	0.56	-0.138131700797732
sj03	1	310	1	-1	-1.57	0.697335374002835
sj03	2	210	3	-1	-2.4	-0.217993877991495
sj03	2	160	3	1	-2.18	1.31065850398866
sj03	2	110	3	1	2.19	0.270137822806237
sj03	2	120	3	1	2.65	0.555604897606805
sj03	1	290	3	-1	2.75	2.31145483078356
sj03	2	80	1	1	1.93	0.533736598404536
sj03	2	270	1	1	-0.88	0.690796326794897
sj03	2	260	3	-1	-2.5	0.75467074800567
sj03	1	80	2	-1	1.31	0.0862634015954635
sj03	2	80	4	-1	2.12	-0.723736598404537
sj03	2	160	3	-1	-1.07	-2.42065850398866
sj03	1	180	1	1	-2.97	0.171592653589793
sj03	2	330	1	-1	-0.62	0.0964012244017007
sj03	2	60	1	-1	0.46	0.587197551196598
sj03	2	160	1	1	-2.65	0.840658503988659
sj03	2	10	1	-1	-0.17	0.344532925199433
sj03	2	100	1	-1	0.46	1.28532925199433
sj03	1	220	3	-1	-2.65	0.206539047207938
sj03	1	150	4	1	-2.9	0.765191429188092
sj03	1	70	3	-1	-2.91	-2.15145483078356
sj03	1	240	1	-1	-2.13	0.0356048976068039
sj03	2	140	4	1	2.68	0.236539047207939
sj03	2	260	2	-1	-2.25	0.50467074800567
sj03	2	240	3	-1	-1.63	-0.464395102393196
sj03	1	50	1	-1	0.21	0.662664625997165
sj03	1	190	4	1	-2.56	0.40705972839036
sj03	2	350	1	-1	2.48	-2.65453292519943
sj03	2	210	2	-1	1.91	1.75519142918809
sj03	2	20	4	-1	-0.33	0.679065850398866
sj03	2	280	3	1	-1.71	-0.313736598404536
sj03	2	90	1	1	0.53	-1.0407963267949
sj03	2	220	3	-1	-2.22	-0.223460952792062
sj03	2	0	2	-1	-0.74	0.74
sj03	2	220	3	1	-1.76	0.683460952792062
sj03	1	0	1	1	0.33	0.33
sj03	1	180	1	-1	-1.07	-2.07159265358979
sj03	1	130	4	1	3.11	0.841071972407371
sj03	2	60	3	1	0.64	-0.407197551196598
sj03	1	260	3	-1	-2.47	0.724670748005671
sj03	1	100	1	1	2.55	0.80467074800567
sj03	2	90	2	1	1.92	0.349203673205103
sj03	2	230	4	-1	-2.95	0.681071972407371
sj03	1	320	3	-1	-1.08	0.381868299202268
sj03	1	230	3	1	-2.66	-0.391071972407371
sj03	2	250	4	1	-0.9	1.01986217719376
sj03	1	50	4	1	1.54	0.667335374002835
sj03	1	340	2	-1	-1.03	0.680934149601135
sj03	1	60	3	-1	-2.49	-2.74598775598299
sj03	1	180	3	-1	2.31	0.831592653589793
sj03	2	130	1	-1	1.4	0.868928027592629
sj03	1	20	3	1	1.47	1.12093414960113
sj03	2	220	4	1	-0.97	1.47346095279206
sj03	2	120	4	-1	1.17	0.924395102393195
sj03	2	220	2	1	-2.27	0.173460952792061
sj03	1	140	4	1	-3.09	0.749724354387525
sj03	1	230	3	-1	0.85	-3.11892802759263
sj03	2	270	2	-1	-2.36	0.789203673205103
sj03	1	170	4	-1	2.45	0.51705972839036
sj03	2	340	2	-1	-0.81	0.460934149601135
sj03	1	130	1	1	2.6	0.331071972407372
sj03	2	0	3	-1	-1.47	1.47
sj03	2	130	4	-1	1.4	0.868928027592629
sj03	1	120	1	-1	1.47	0.624395102393195
sj03	1	20	1	-1	-0.04	0.389065850398866
sj03	1	310	3	-1	-1.65	0.777335374002835
sj03	1	110	2	1	2.08	0.160137822806238
sj03	2	200	4	-1	3.08	0.410658503988659
sj03	2	170	1	1	-2.41	0.906125578789226
