id	cue	alpha_deg	location	dir	resp	rerr
sj01	2	240	2	-1	0.28	-2.3743951023932
sj01	1	230	4	-1	-2.86	0.591071972407372
sj01	1	20	2	-1	-0.31	0.659065850398866
sj01	1	300	2	1	-0.5	0.547197551196598
sj01	2	100	1	1	1.47	-0.27532925199433
sj01	2	160	2	1	-2.91	0.580658503988659
sj01	2	40	3	-1	1.3	-0.601868299202268
sj01	2	280	2	-1	-1.74	0.343736598404536
sj01	2	270	3	1	-0.51	1.0607963267949
sj01	2	20	3	1	1.28	0.930934149601134
sj01	1	0	2	-1	-0.4	0.4
sj01	2	200	4	1	-0.66	2.13252680319093
sj01	1	180	2	1	-3.04	0.101592653589793
sj01	2	70	3	1	1.79	0.568269523603969
sj01	2	170	4	1	-2.99	0.326125578789226
sj01	1	210	4	1	-2.64	-0.0220061220085055
sj01	1	100	1	-1	1.26	0.48532925199433
sj01	1	160	3	1	-2.94	0.550658503988659
sj01	2	150	3	-1	1.88	0.737993877991495
sj01	2	200	2	1	-2.68	0.112526803190927
sj01	1	260	4	1	-1.08	0.665329251994329
sj01	1	70	1	1	1.81	0.588269523603969
sj01	1	30	1	-1	-0.11	0.633598775598299
sj01	2	60	2	1	1.95	0.902802448803402
sj01	2	210	4	1	-0.57	2.04799387799149
sj01	1	60	4	1	1.35	0.302802448803402
sj01	1	160	1	-1	2.61	0.182526803190927
sj01	2	90	3	-1	1.38	0.190796326794897
sj01	1	300	1	1	-1.5	-0.452802448803402
sj01	2	60	1	1	1.79	0.742802448803402
sj01	2	170	2	-1	-1.34	-1.97612557878923
sj01	1	40	2	-1	-0.02	0.718131700797732
sj01	1	200	4	-1	-3.12	0.327473196809073
sj01	1	10	4	-1	-0.2	0.374532925199433
sj01	2	40	2	-1	-0.1	0.798131700797732
sj01	1	150	4	1	-3.05	0.615191429188093
sj01	2	170	3	1	-2.88	0.436125578789226
sj01	1	310	1	-1	-1.49	0.617335374002835
sj01	1	210	2	-1	3.13	0.535191429188092
sj01	2	20	4	-1	-0.17	0.519065850398866
sj01	1	20	1	-1	-0.11	0.459065850398866
sj01	1	20	3	1	0.17	-0.179065850398866
sj01	2	60	3	1	-3.11	2.12598775598299
sj01	1	140	4	1	1.52	-0.923460952792061
sj01	2	80	2	1	1.8	0.403736598404536
sj01	2	270	1	1	-1.5	0.0707963267948968
sj01	1	60	3	-1	0.51	0.537197551196598
sj01	1	210	1	1	-1.7	0.917993877991494
sj01	2	60	2	-1	0.2	0.847197551196598
sj01	2	340	4	1	0.28	0.629065850398866
sj01	2	310	4	-1	-2	1.12733537400284
sj01	2	160	3	1	-2.58	0.910658503988659
sj01	2	160	3	-1	2.41	0.382526803190927
sj01	2	10	4	1	0.87	0.695467074800567
sj01	2	190	2	-1	2.83	0.486125578789226
sj01	2	300	4	-1	-0.28	-0.767197551196597
sj01	1	130	1	1	2.02	-0.248928027592628
sj01	2	310	4	1	0.32	1.19266462599717
sj01	1	40	4	1	0.25	-0.448131700797732
sj01	1	30	4	-1	-0.04	0.563598775598299
sj01	2	280	3	1	-0.47	0.926263401595464
sj01	2	150	4	1	1.11	-1.50799387799149
sj01	1	10	2	-1	-0.37	0.544532925199433
sj01	2	10	3	1	0.38	0.205467074800567
sj01	2	110	2	-1	1.7	0.219862177193763
sj01	1	170	3	1	-2.82	0.496125578789226
sj01	1	170	1	-1	2.77	0.19705972839036
sj01	2	210	1	-1	-3.02	0.402006122008506
sj01	1	110	3	1	2.03	0.110137822806237
sj01	2	350	4	1	0.84	1.01453292519943
sj01	1	160	2	-1	1.93	0.862526803190927
sj01	1	130	4	1	2.69	0.421071972407371
sj01	1	120	4	-1	0.68	1.4143951023932
sj01	1	100	4	-1	0.71	1.03532925199433
sj01	2	100	2	1	2.2	0.454670748005671
sj01	1	140	2	-1	1.6	0.843460952792061
sj01	1	0	4	1	0.3	0.3
sj01	1	20	4	-1	-0.09	0.439065850398866
sj01	1	200	1	1	-2.08	0.712526803190928
sj01	1	150	2	-1	1.84	0.777993877991494
sj01	2	140	2	-1	1.84	0.603460952792061
sj01	2	220	1	-1	-2.92	0.476539047207939
sj01	2	110	1	1	-1.88	2.48332312998582
sj01	1	180	2	-1	2.84	0.301592653589793
sj01	1	350	1	-1	-1.04	0.865467074800566
sj01	2	180	4	1	-2.53	0.611592653589794
sj01	2	230	1	1	-1.59	0.678928027592629
sj01	1	140	4	-1	1.56	0.883460952792061
sj01	1	230	1	1	-1.62	0.648928027592629
sj01	1	30	4	1	0.26	-0.263598775598299
sj01	1	140	2	1	1.73	-0.713460952792061
sj01	1	270	4	1	-1.22	0.350796326794897
sj01	2	60	4	-1	-0.77	1.8171975511966
sj01	2	290	1	-1	-2.46	1.23826952360397
sj01	2	80	2	-1	1.23	0.166263401595464
sj01	2	290	2	1	-0.56	0.661730476396031
sj01	2	30	4	-1	0.31	0.213598775598299
sj01	1	130	3	1	3.1	0.831071972407372
sj01	1	240	1	1	-1.57	0.524395102393196
sj01	1	80	1	1	1.67	0.273736598404536
sj01	2	190	4	1	-2.45	0.51705972839036
sj01	2	230	2	-1	-2.68	0.411071972407372
sj01	1	320	1	1	-1.17	-0.471868299202268
sj01	2	140	1	1	-2.49	1.34972435438753
sj01	2	310	1	-1	-1.64	0.767335374002835
sj01	1	240	1	-1	-2.76	0.665604897606804
sj01	2	120	3	-1	1.26	0.834395102393195
sj01	1	280	3	-1	-1.76	0.363736598404536
sj01	1	50	1	-1	0.26	0.612664625997165
sj01	2	0	4	1	0.33	0.33
sj01	2	40	4	1	1.28	0.581868299202268
sj01	1	340	3	-1	-1.37	1.02093414960113
sj01	2	260	2	1	-1.57	0.175329251994329
sj01	1	240	4	-1	-2.76	0.665604897606804
sj01	1	120	3	-1	1.49	0.604395102393195
sj01	2	80	4	1	1.44	0.0437365984045364
sj01	2	350	1	1	0.21	0.384532925199434
sj01	2	310	3	1	-0.22	0.652664625997165
sj01	1	210	1	-1	3.1	0.565191429188092
sj01	1	350	3	-1	-0.45	0.275467074800566
sj01	2	130	3	-1	1.91	0.358928027592628
sj01	1	230	4	1	-1.69	0.578928027592628
sj01	2	320	1	-1	-1.44	0.741868299202268
sj01	2	240	1	-1	-2.01	-0.0843951023931962
sj01	1	280	2	-1	-1.75	0.353736598404536
sj01	2	230	3	1	-1.68	0.588928027592629
sj01	1	90	3	1	1.86	0.289203673205104
sj01	1	280	2	1	-1.17	0.226263401595464
sj01	1	110	4	1	1.38	-0.539862177193763
sj01	2	30	1	-1	0.06	0.463598775598299
sj01	2	110	1	-1	1.52	0.399862177193762
sj01	1	290	3	-1	-1.53	0.308269523603969
sj01	1	340	1	1	0.23	0.579065850398866
sj01	1	0	3	1	0.19	0.19
sj01	2	40	2	1	1.47	0.771868299202268
sj01	1	190	3	1	-2.91	0.0570597283903605
sj01	2	130	1	-1	1.44	0.828928027592628
sj01	2	130	4	1	-3.05	0.964257279586958
sj01	1	170	4	-1	-3	-0.316125578789226
sj01	1	110	1	1	1.62	-0.299862177193762
sj01	2	90	3	1	-2.75	1.96238898038469
sj01	2	330	3	-1	-2.64	2.1164012244017
sj01	2	190	2	1	-2.03	0.93705972839036
sj01	2	50	3	-1	0.21	0.662664625997165
sj01	2	170	2	1	-3.03	0.286125578789227
sj01	1	240	3	-1	-2.53	0.435604897606804
sj01	1	230	1	-1	-2.94	0.671071972407372
sj01	2	110	2	1	2.16	0.240137822806238
sj01	2	300	2	-1	-1.98	0.932802448803402
sj01	2	290	1	1	-1.16	0.0617304763960312
sj01	2	190	1	1	-2.06	0.90705972839036
sj01	1	260	1	-1	-2.09	0.34467074800567
sj01	1	90	2	1	1.51	-0.0607963267948965
sj01	1	100	2	-1	1.21	0.53532925199433
sj01	1	340	4	1	-0.09	0.259065850398866
sj01	2	100	1	-1	1.45	0.29532925199433
sj01	2	280	3	-1	-1.6	0.203736598404536
sj01	2	0	1	-1	-0.29	0.29
sj01	2	160	1	-1	1.8	0.992526803190927
sj01	2	10	3	-1	0.12	0.0545329251994329
sj01	1	20	3	-1	-0.07	0.419065850398866
sj01	1	100	1	1	1.62	-0.125329251994329
sj01	1	160	4	-1	1.83	0.962526803190927
sj01	2	340	3	-1	-0.54	0.190934149601134
sj01	1	70	3	-1	0.18	1.04173047639603
sj01	2	280	1	-1	-1.66	0.263736598404536
sj01	2	0	2	-1	-0.41	0.41
sj01	1	10	2	1	0.44	0.265467074800567
sj01	1	220	1	1	-1.8	0.643460952792062
sj01	2	260	3	-1	-2.7	0.954670748005671
sj01	1	80	1	-1	1.36	0.0362634015954635
sj01	1	160	3	-1	2.51	0.282526803190927
sj01	2	150	1	1	3.14	0.522006122008506
sj01	1	250	4	1	-1.54	0.379862177193763
sj01	2	200	2	-1	3.02	0.470658503988659
sj01	2	340	1	-1	-1.27	0.920934149601134
sj01	1	140	1	1	-3.1	0.739724354387525
sj01	2	80	1	1	1.89	0.493736598404536
sj01	1	110	2	1	2.13	0.210137822806237
sj01	1	320	3	-1	-1.43	0.731868299202268
sj01	1	130	4	-1	0.48	1.78892802759263
sj01	2	290	3	1	-1.37	-0.148269523603969
sj01	1	70	3	1	1.78	0.558269523603969
sj01	2	70	1	-1	0.4	0.821730476396031
sj01	2	320	4	-1	-1.45	0.751868299202268
sj01	2	120	2	1	2.49	0.395604897606805
sj01	2	80	4	-1	0.22	1.17626340159546
sj01	1	90	4	-1	0.56	1.0107963267949
sj01	1	150	1	1	-3.01	0.655191429188092
sj01	2	350	2	1	0.17	0.344532925199434
sj01	1	130	1	-1	2.79	-0.521071972407372
sj01	1	130	2	-1	1.51	0.758928027592628
sj01	1	60	4	-1	0.15	0.897197551196598
sj01	1	310	3	1	-1.46	-0.587335374002835
sj01	2	200	1	-1	2.07	1.42065850398866
sj01	2	40	4	-1	0.27	0.428131700797732
sj01	1	320	2	-1	-1.27	0.571868299202268
sj01	2	110	3	1	2.5	0.580137822806237
sj01	2	330	3	1	-0.07	0.453598775598299
sj01	2	170	1	1	-2.88	0.436125578789226
sj01	1	160	4	1	-1.45	2.04065850398866
sj01	2	40	1	-1	0.15	0.548131700797732
sj01	2	120	2	-1	1.64	0.454395102393195
sj01	2	50	4	1	0.8	-0.0726646259971647
sj01	2	10	2	1	0.37	0.195467074800567
sj01	2	270	2	1	-1.33	0.240796326794897
sj01	2	180	1	-1	2.54	0.601592653589793
sj01	1	320	3	1	-1.57	-0.871868299202268
sj01	1	170	2	-1	2.08	0.88705972839036
sj01	1	350	4	-1	-0.54	0.365467074800566
sj01	1	320	1	-1	-1.27	0.571868299202268
sj01	1	290	2	1	-0.62	0.601730476396031
sj01	2	120	3	1	3.11	1.0156048976068
sj01	1	10	3	1	0.39	0.215467074800567
sj01	1	270	3	1	-1.84	-0.269203673205103
sj01	2	320	1	1	0.03	0.728131700797732
sj01	1	320	2	1	-0.15	0.548131700797732
sj01	1	40	3	1	0.17	-0.528131700797732
sj01	1	190	4	1	-1.62	1.34705972839036
sj01	1	60	2	1	1.47	0.422802448803402
sj01	1	150	1	-1	1.75	0.867993877991494
sj01	1	40	1	-1	1.24	-0.541868299202268
sj01	2	210	3	-1	-1.55	-1.06799387799149
sj01	1	100	3	1	2.78	1.03467074800567
sj01	1	40	4	-1	-0.07	0.768131700797732
sj01	1	200	1	-1	2.7	0.790658503988659
sj01	1	50	4	-1	0.11	0.762664625997165
sj01	2	320	3	-1	-1.51	0.811868299202268
sj01	2	60	3	-1	0.13	0.917197551196598
sj01	1	340	3	1	0.08	0.429065850398866
sj01	2	280	1	1	-1.21	0.186263401595464
sj01	1	200	3	-1	3.14	0.350658503988659
sj01	1	290	4	-1	-1.72	0.498269523603968
sj01	2	70	2	1	1.76	0.538269523603969
sj01	1	140	3	1	-3.03	0.809724354387525
sj01	2	330	2	-1	-1.39	0.8664012244017
sj01	2	320	2	-1	-1.54	0.841868299202268
sj01	1	250	4	-1	-2.38	0.460137822806237
sj01	1	210	3	-1	-2.8	0.182006122008506
sj01	1	220	3	1	-2.37	0.0734609527920613
sj01	1	30	2	1	1.06	0.536401224401701
sj01	1	300	2	-1	-1.64	0.592802448803402
sj01	1	280	4	1	-1.03	0.366263401595464
sj01	1	290	3	1	-1.71	-0.488269523603969
sj01	2	20	4	1	0.47	0.120934149601134
sj01	2	220	3	1	-1.67	0.773460952792062
sj01	2	310	2	1	-0.09	0.782664625997165
sj01	1	80	4	1	1.43	0.0337365984045364
sj01	2	70	1	1	1.64	0.418269523603969
sj01	2	340	3	1	0.38	0.729065850398866
sj01	1	210	4	-1	-2.41	-0.207993877991494
sj01	1	270	1	1	-1.33	0.240796326794897
sj01	2	130	4	-1	1.11	1.15892802759263
sj01	2	140	3	1	-2.79	1.04972435438753
sj01	2	210	2	1	-1.6	1.01799387799149
sj01	2	210	3	1	-1.77	0.847993877991494
sj01	1	270	2	-1	-1.8	0.229203673205103
sj01	1	180	1	-1	2.99	0.151592653589793
sj01	1	120	4	1	1.61	-0.484395102393195
sj01	2	140	4	-1	1.33	1.11346095279206
sj01	2	190	4	-1	-3.07	0.10294027160964
sj01	1	110	3	-1	1.87	0.0498621771937624
sj01	2	40	3	1	1.72	1.02186829920227
sj01	2	330	1	-1	-1.25	0.726401224401701
sj01	2	180	3	1	-2.61	0.531592653589794
sj01	2	300	1	1	-0.82	0.227197551196597
sj01	2	250	3	1	-1.66	0.259862177193763
sj01	2	350	3	1	0.45	0.624532925199434
sj01	2	240	3	1	-1.78	0.314395102393196
sj01	1	0	4	-1	-0.44	0.44
sj01	1	70	4	1	0.53	-0.691730476396031
sj01	1	310	2	-1	0.3	-1.17266462599716
sj01	2	300	3	1	-0.32	0.727197551196597
sj01	2	30	2	-1	0.11	0.413598775598299
sj01	1	330	1	1	-0.09	0.4335987755983
sj01	2	0	3	1	0.43	0.43
sj01	1	200	2	1	-2.54	0.252526803190927
sj01	1	290	1	1	2.05	-3.01145483078356
sj01	2	350	2	-1	-1.08	0.905467074800566
sj01	1	10	4	1	0.34	0.165467074800567
