id	dx	rr	acc	cond
11	-2.06	1	0	2
11	0.85	1	1	1
11	-4	0	1	1
11	-1.9	0	1	2
11	-4	0	1	1
11	-1.98	1	0	2
11	0.77	1	1	1
11	4	1	1	1
11	0.69	0	0	1
11	-1.9	0	1	2
11	0.85	1	1	1
11	-1.9	1	0	2
11	-1.9	0	1	2
11	-4	0	1	1
11	-1.9	0	1	2
11	-4	0	1	1
11	-1.9	1	0	2
11	0.77	0	0	1
11	-1.9	0	1	2
11	4	1	1	1
11	-1.82	0	1	2
11	0.77	0	0	2
11	0.93	1	1	1
11	0.77	1	1	2
11	0.93	1	1	1
11	0.77	0	0	2
11	4	1	1	1
11	0.93	1	1	1
11	-4	0	1	1
11	4	1	1	1
11	0.77	1	1	2
11	0.77	1	1	2
11	0.85	1	1	1
11	0.85	1	1	1
12	0.04	0	0	2
12	0.04	1	1	1
12	-0.53	0	1	1
12	0.44	1	1	1
12	-0.77	0	1	1
12	0.53	1	1	1
12	0.53	1	1	2
12	-0.36	0	1	2
12	-0.85	0	1	1
12	0.36	1	1	1
12	0.85	1	1	2
12	-0.77	0	1	1
12	-0.53	0	1	2
12	0.93	0	0	2
12	-0.2	0	1	1
12	0.44	1	1	1
12	-0.44	0	1	1
12	-0.69	1	0	2
12	0.2	1	1	1
12	-0.2	0	1	1
12	-1.09	0	1	2
12	0.12	1	1	1
12	-1.17	0	1	2
12	-0.2	0	1	1
12	0.04	1	1	1
12	-0.2	0	1	1
12	0.12	0	0	1
12	0.28	0	0	1
12	1.82	0	0	2
12	0.77	1	1	1
12	0.69	1	1	1
12	0.61	1	1	1
12	-1.09	0	1	2
12	-1.09	0	1	2
12	-0.36	1	0	1
12	-1.09	0	1	2
12	2.79	1	1	2
12	-0.77	0	1	1
12	-0.69	0	1	1
12	0.61	1	1	1
12	2.71	1	1	2
12	2.55	1	1	2
12	2.46	1	1	2
12	-0.53	1	0	1
12	-1.01	0	1	1
12	2.3	1	1	2
12	-0.77	0	1	2
12	1.58	1	1	2
12	1.82	1	1	2
12	1.49	1	1	2
12	-0.93	0	1	1
12	0.69	1	1	1
12	-0.77	0	1	1
12	-0.53	0	1	2
12	0.77	1	1	2
12	0.53	1	1	1
12	0.93	1	1	2
12	-0.53	0	1	1
12	0.77	1	1	2
12	0.44	0	0	1
12	0.69	1	1	2
12	-0.04	1	0	2
12	-0.93	0	1	2
12	0.77	1	1	1
12	0.69	1	1	1
12	0.61	0	0	2
12	-0.61	0	1	1
12	-0.44	1	0	1
12	-1.09	0	1	2
12	1.25	0	0	2
12	-0.85	0	1	1
12	2.06	0	0	2
12	0.69	1	1	1
12	2.55	1	1	2
12	-0.69	0	1	1
12	0.53	1	1	1
12	-1.41	0	1	2
12	2.38	1	1	2
12	-1.25	1	0	2
12	-1.66	0	1	2
12	-1.58	0	1	2
12	2.38	1	1	2
12	-0.61	0	1	1
12	-1.41	0	1	2
12	0.44	0	0	1
12	0.69	1	1	1
12	2.22	1	1	2
12	0.61	1	1	1
12	2.14	1	1	2
12	-1.25	0	1	2
12	1.9	1	1	2
12	-1.01	0	1	2
12	1.58	1	1	2
12	-0.61	0	1	1
12	1.25	1	1	2
12	-0.69	0	1	2
12	0.93	1	1	2
12	-0.53	1	0	1
12	0.85	0	0	2
12	-0.77	1	0	2
12	0.69	1	1	1
12	-1.25	1	0	2
12	-0.69	0	1	1
12	-1.66	0	1	2
12	-1.58	0	1	2
12	0.61	1	1	1
12	-1.49	0	1	2
12	-0.69	1	0	1
12	-0.85	0	1	1
12	-0.77	0	1	1
12	1.98	1	1	2
12	0.53	1	1	1
12	1.9	1	1	2
12	0.53	1	1	1
12	-1.25	0	1	2
12	1.66	0	0	2
12	-0.69	0	1	1
12	2.22	1	1	2
12	0.44	1	1	1
12	-1.41	0	1	2
12	-0.61	0	1	1
12	0.36	1	1	1
12	2.06	1	1	2
12	-0.53	0	1	1
12	-1.25	1	0	2
12	0.28	1	1	1
12	-0.44	0	1	1
12	-1.66	0	1	2
12	-0.28	0	1	1
12	-0.2	1	0	1
12	0.28	1	1	1
12	0.28	1	1	1
12	-1.58	0	1	2
12	4	1	1	1
12	2.06	1	1	2
12	1.98	1	1	2
12	-0.53	0	1	1
12	-1.33	0	1	2
12	0.2	1	1	1
12	1.82	1	1	2
12	0.2	0	0	1
12	-4	0	1	1
12	-1.17	0	1	2
12	-4	0	1	2
12	4	1	1	2
12	-0.53	0	1	1
12	-4	0	1	2
12	1.66	1	1	2
12	4	1	1	1
12	4	1	1	2
12	-0.53	0	1	1
12	-1.09	0	1	2
12	-4	0	1	2
12	4	1	1	2
12	4	1	1	2
12	0.36	0	0	1
12	4	1	1	1
12	-4	0	1	1
12	0.53	1	1	1
12	-1.01	1	0	2
12	-0.61	0	1	1
12	4	1	1	1
12	-1.41	0	1	2
12	0.44	1	1	1
12	1.74	0	0	2
12	2.06	1	1	2
12	-1.49	0	1	2
12	4	1	1	2
12	-0.53	0	1	1
12	0.44	1	1	1
12	-4	0	1	1
12	4	1	1	2
12	-1.41	0	1	2
12	-0.53	0	1	1
12	0.44	0	0	1
12	1.9	1	1	2
12	-4	0	1	1
12	-4	0	1	1
12	-4	0	1	2
12	0.53	1	1	1
12	-0.53	1	0	1
12	1.9	1	1	2
12	-4	0	1	1
12	-1.25	0	1	2
12	4	1	1	2
12	-4	0	1	2
12	1.82	1	1	2
12	-1.17	0	1	2
12	-4	0	1	1
12	-4	0	1	2
12	-0.61	1	0	1
12	4	1	1	1
12	-0.77	1	0	1
12	-0.85	1	0	1
12	-1.01	1	0	1
12	-1.09	1	0	1
12	1.74	1	1	2
12	-1.17	0	1	2
12	4	1	1	2
12	-1.25	0	1	1
13	-0.04	0	1	2
13	0.04	1	1	1
13	-0.53	0	1	1
13	0.44	0	0	1
13	0.53	1	1	2
13	-0.44	0	1	2
13	-0.53	0	1	1
13	0.77	0	0	2
13	-0.44	1	0	2
13	-0.93	1	0	2
13	0.93	1	1	2
13	1.25	1	1	2
13	0.93	1	1	1
13	-0.85	0	1	1
13	-1.58	0	1	2
13	1.41	1	1	2
13	1.25	1	1	1
13	1.33	1	1	1
13	-1.82	1	0	2
13	1.33	1	1	2
13	-0.85	0	1	1
13	1.25	1	1	1
13	-0.77	1	0	1
13	1.33	1	1	2
13	-2.63	0	1	2
13	-1.41	0	1	1
13	1.33	1	1	1
13	-2.55	0	1	2
13	1.33	1	1	2
13	-2.46	1	0	2
13	-1.33	0	1	1
13	1.33	1	1	2
13	1.33	1	1	2
13	1.25	1	1	1
13	-1.17	0	1	1
13	1.25	1	1	2
13	-3.27	1	0	2
13	1.41	1	1	2
13	1.41	1	1	2
13	0.44	1	1	1
13	-1.17	0	1	1
13	1.41	1	1	2
13	0.69	1	1	1
13	1.41	1	1	2
13	0.04	1	1	1
13	-1.09	1	0	1
13	-1.66	0	1	1
13	4	1	1	2
13	-4	0	1	2
13	-1.58	0	1	1
13	-3.92	0	1	2
13	0.77	1	1	1
13	-3.84	1	0	2
13	-1.41	0	1	1
13	0.36	1	1	1
13	1.58	1	1	2
13	1.49	1	1	2
13	1.49	1	1	2
13	0.12	1	1	1
13	1.49	1	1	2
13	1.49	1	1	2
13	-0.44	0	1	1
13	1.49	0	0	2
13	4	1	1	2
13	-0.53	0	1	1
13	4	1	1	2
13	4	1	1	2
13	-0.53	1	0	1
13	-1.33	1	0	1
13	-1.82	0	1	1
13	-4	0	1	2
13	-1.74	1	0	1
13	-2.14	0	1	1
13	-2.06	0	1	1
13	0.93	1	1	1
13	4	1	1	2
13	4	1	1	2
13	-1.9	0	1	1
13	0.77	1	1	1
13	4	1	1	2
13	4	1	1	2
13	-1.74	0	1	1
13	0.61	1	1	1
13	-4	0	1	2
13	-1.41	1	0	1
13	4	1	1	2
13	4	1	1	2
13	4	1	1	2
13	4	1	1	2
13	-4	0	1	2
13	-2.06	0	1	1
13	0.77	1	1	1
13	-1.9	0	1	1
13	-4	0	1	2
13	-4	0	1	2
13	-3.92	0	1	2
13	-3.76	0	1	2
13	-3.68	0	1	2
13	0.61	0	0	1
13	-3.52	0	1	2
13	-3.43	0	1	2
13	1.01	1	1	1
13	-3.27	0	1	2
13	-3.11	0	1	2
13	-1.98	0	1	1
13	0.85	1	1	1
13	-2.95	0	1	2
13	-2.71	0	1	2
13	-1.82	0	1	1
13	0.69	1	1	1
13	-0.61	1	0	2
13	-1.66	0	1	1
13	-2.79	0	1	2
13	-0.12	0	1	2
13	0.53	1	1	1
13	-2.55	1	0	2
13	-3.35	0	1	2
13	0.77	1	1	2
13	-1.33	0	1	1
13	-3.19	0	1	2
13	0.28	1	1	1
13	0.61	0	0	2
13	-3.11	0	1	2
13	-2.95	0	1	2
13	-2.87	0	1	2
13	-2.71	1	0	2
13	1.09	1	1	2
13	-0.77	0	1	1
13	-0.69	0	1	1
13	-0.69	0	1	1
13	-0.61	0	1	1
13	1.01	1	1	2
13	-0.61	0	1	1
13	-0.61	0	1	1
13	-0.53	1	0	1
13	-0.69	0	1	1
13	-3.27	0	1	2
13	-0.69	0	1	1
13	-0.2	0	1	1
13	-0.36	1	0	1
13	-0.69	0	1	1
13	0.85	1	1	2
13	-3.19	0	1	2
13	-0.69	0	1	1
13	0.69	1	1	2
13	-3.11	0	1	2
13	0.53	1	1	2
13	0.04	1	1	1
13	-0.69	0	1	1
13	0.53	0	0	2
13	-0.2	0	1	1
13	-0.61	0	1	1
13	-0.36	0	1	1
13	-0.36	0	1	1
13	-0.36	0	1	1
13	-3.03	0	1	2
13	-2.87	0	1	2
13	0.12	0	0	1
13	-2.79	0	1	2
13	-0.36	0	1	1
13	-2.63	0	1	2
13	0.2	1	1	1
13	-0.36	1	0	1
13	-0.53	0	1	1
13	0.2	0	0	1
13	-0.53	1	0	1
13	0.53	1	1	1
13	0.44	1	1	2
13	-2.55	0	1	2
13	-0.61	0	1	1
13	-2.38	0	1	2
13	-0.61	0	1	1
13	0.36	0	0	2
13	-2.14	0	1	2
13	-1.82	0	1	2
13	0.36	1	1	1
13	-0.53	0	1	1
13	-0.53	0	1	1
13	0.28	1	1	1
13	-1.49	0	1	2
13	-1.25	0	1	2
13	-1.09	1	0	2
13	0.2	1	1	1
13	0.2	0	0	1
13	-0.53	0	1	1
13	-0.44	1	0	1
13	-0.61	0	1	1
13	0.36	1	1	1
13	-1.98	0	1	2
13	-1.82	1	0	2
13	-0.53	1	0	1
13	-4	0	1	1
13	1.17	1	1	2
13	-4	0	1	1
13	4	1	1	1
13	1.09	1	1	2
13	-4	0	1	1
13	1.09	1	1	2
13	-4	0	1	1
13	1.01	1	1	2
13	-4	0	1	1
13	-2.38	0	1	2
13	-2.3	0	1	2
13	-2.14	0	1	2
13	-1.98	0	1	2
13	-1.9	0	1	2
13	4	1	1	1
13	-1.74	0	1	2
13	-1.58	0	1	2
13	-4	0	1	1
13	-1.41	0	1	2
13	-1.25	0	1	2
13	-4	0	1	1
13	-4	0	1	1
13	-4	0	1	1
13	-1.01	1	0	2
13	-1.66	0	1	2
13	-1.58	1	0	2
13	0.93	0	0	2
13	-4	0	1	1
13	4	1	1	1
13	-4	0	1	1
13	1.17	1	1	2
13	4	1	1	1
13	-4	0	1	1
13	4	1	1	1
13	4	1	1	1
13	0.61	0	0	1
13	-4	0	1	2
13	1.09	1	1	2
13	0.85	1	1	1
13	-4	0	1	2
13	-4	0	1	1
13	0.77	1	1	1
13	4	1	1	2
13	1.09	1	1	2
13	-4	0	1	1
13	-4	0	1	1
13	0.77	1	1	1
13	4	1	1	1
13	-4	0	1	2
13	-4	0	1	2
13	1.01	1	1	2
13	-4	0	1	1
13	4	1	1	2
13	0.93	1	1	2
13	4	1	1	2
13	0.77	1	1	1
13	4	1	1	1
13	0.93	1	1	2
13	0.77	1	1	1
13	4	1	1	2
13	-4	0	1	1
13	-2.06	0	1	2
13	4	1	1	1
13	0.77	1	1	1
13	4	1	1	1
13	-4	0	1	2
13	4	1	1	1
13	0.85	1	1	2
13	4	1	1	2
13	0.77	1	1	1
13	-1.98	1	0	2
13	-0.85	1	0	1
13	0.93	1	1	2
13	0.93	1	1	2
13	0.85	1	1	1
13	4	1	1	2
13	0.85	1	1	1
13	0.85	1	1	2
13	-1.01	1	0	1
13	-2.3	1	0	2
13	0.93	1	1	2
13	0.93	1	1	1
13	-4	0	1	2
13	0.85	1	1	2
13	4	1	1	2
13	0.85	1	1	1
13	0.85	1	1	2
13	-1.25	1	0	1
13	-2.55	1	0	2
13	0.85	1	1	2
13	4	1	1	2
13	-2.71	0	1	2
13	0.85	1	1	2
13	-2.71	0	1	2
13	0.93	1	1	1
13	-4	0	1	2
13	0.77	1	1	2
13	-1.41	1	0	1
13	-4	1	0	2
13	4	1	1	2
13	-1.58	0	1	1
13	-4	0	1	2
13	4	1	1	2
13	1.01	1	1	1
13	4	1	1	2
13	4	1	1	2
13	-1.49	1	0	1
13	-1.66	0	1	1
13	1.09	1	1	1
13	4	1	1	2
13	-1.66	0	1	1
13	1.01	1	1	1
13	-1.58	0	1	1
13	1.01	1	1	1
13	-1.58	1	0	1
13	-4	0	1	2
13	-1.74	1	0	1
13	4	1	1	2
13	-1.9	1	0	1
13	-4	0	1	2
13	-1.98	1	0	1
13	-2.14	1	0	1
13	-2.3	1	0	1
13	4	1	1	2
13	-2.71	0	1	2
13	-2.46	0	1	1
13	-4	0	1	1
13	0.77	1	1	2
13	4	1	1	2
13	4	1	1	1
13	-2.63	1	0	2
13	-2.46	0	1	1
13	0.77	1	1	2
13	-2.87	0	1	2
13	1.49	1	1	1
13	-2.46	0	1	1
13	4	1	1	1
13	-2.38	0	1	1
13	0.77	1	1	2
13	1.41	1	1	1
13	-4	1	0	2
13	-4	0	1	2
13	-4	0	1	2
13	4	1	1	2
13	4	1	1	1
13	-4	1	0	2
13	-2.38	0	1	1
13	-4	1	0	2
13	1.41	1	1	1
13	-2.3	1	0	1
13	-4	0	1	1
13	-2.46	0	1	1
13	4	1	1	2
13	1.41	1	1	1
13	-4	0	1	1
13	1.41	1	1	1
13	-2.38	0	1	1
13	4	1	1	2
13	4	1	1	1
13	4	1	1	2
13	4	1	1	2
13	-2.38	0	1	1
13	-4	1	0	2
13	-4	0	1	2
13	1.33	1	1	1
13	-2.38	1	0	1
13	4	1	1	2
13	-4	1	0	2
13	-4	0	1	2
13	4	1	1	2
13	4	1	1	2
13	-4	0	1	1
13	-4	0	1	2
13	4	1	1	2
13	4	1	1	2
13	1.41	1	1	1
13	4	1	1	2
13	-2.46	0	1	1
13	4	1	1	2
13	-4	0	1	1
13	1.41	1	1	1
13	-2.46	1	0	1
13	-4	0	1	1
13	1.41	1	1	1
13	4	1	1	2
13	-4	0	1	2
13	-4	1	0	2
13	4	1	1	2
13	-2.55	1	0	1
13	4	1	1	2
13	4	1	1	1
13	-4	1	0	2
13	-2.71	0	1	1
13	-4	1	0	2
13	-2.71	0	1	1
13	1.49	1	1	1
13	1.41	1	1	2
13	-4	0	1	1
13	1.41	1	1	1
13	-2.63	1	0	1
13	4	1	1	2
13	-4	0	1	1
13	-2.79	0	1	1
13	1.49	1	1	1
13	4	1	1	1
13	-2.71	0	1	1
13	1.41	1	1	2
13	1.41	1	1	1
14	0.04	1	1	1
14	-0.53	0	1	1
14	0.44	1	1	1
14	0.04	0	0	2
14	0.53	1	1	2
14	-0.36	0	1	2
14	0.85	1	1	2
14	-0.77	1	0	1
14	-0.53	0	1	2
14	0.93	1	1	2
14	0.44	1	1	1
14	0.36	1	1	1
14	-1.33	0	1	1
14	-0.36	0	1	2
14	0.85	1	1	2
14	-0.2	0	1	2
14	-1.58	0	1	1
14	0.36	1	1	2
14	-1.58	0	1	1
14	-0.12	1	0	2
14	0.36	1	1	1
14	-1.41	0	1	1
14	-0.2	1	0	1
14	-0.77	0	1	2
14	0.77	1	1	2
14	-0.61	1	0	2
14	-1.25	0	1	2
14	-1.09	0	1	1
14	-1.25	0	1	1
14	-0.36	0	1	1
14	-1.17	0	1	2
14	0.93	0	0	2
14	1.49	1	1	2
14	-1.33	0	1	2
14	1.41	0	0	2
14	0.28	0	0	1
14	1.98	1	1	2
14	1.9	1	1	2
14	0.93	1	1	1
14	-1.41	0	1	2
14	1.74	0	0	2
14	2.3	1	1	2
14	0.85	1	1	1
14	2.22	1	1	2
14	-1.49	1	0	2
14	0.77	0	0	1
14	1.33	1	1	1
14	1.25	1	1	1
14	-1.9	0	1	2
14	-1.82	0	1	2
14	2.22	0	0	2
14	2.63	0	0	2
14	-1.58	0	1	1
14	-1.49	0	1	1
14	2.95	0	0	2
14	1.09	0	0	1
14	-1.98	0	1	2
14	1.58	1	1	1
14	1.49	1	1	1
14	3.35	1	1	2
14	-1.58	0	1	1
14	-1.98	0	1	2
14	1.33	0	0	1
14	1.9	1	1	1
14	3.27	1	1	2
14	1.82	1	1	1
14	3.19	0	0	2
14	-1.66	1	0	1
14	-2.06	0	1	2
14	-2.06	0	1	1
14	-1.98	0	1	1
14	-2.06	0	1	2
14	3.68	0	0	2
14	-2.3	1	0	2
14	-2.14	0	1	2
14	1.82	1	1	1
14	-1.82	1	0	1
14	-2.22	0	1	1
14	1.82	1	1	1
14	-2.14	0	1	2
14	3.84	0	0	2
14	-4	0	1	2
14	-2.14	0	1	1
14	1.74	1	1	1
14	4	1	1	2
14	-1.98	1	0	1
14	-4	0	1	2
14	-2.38	0	1	1
14	-2.38	0	1	1
14	4	0	0	2
14	1.74	1	1	1
14	4	1	1	2
14	-4	1	0	2
14	-1.74	0	1	2
14	-4	0	1	2
14	-4	0	1	2
14	-4	0	1	2
14	-2.22	0	1	1
14	1.58	0	0	1
14	-4	0	1	2
14	1.98	1	1	1
14	-4	1	0	2
14	-1.25	1	0	2
14	1.98	1	1	1
14	3.19	1	1	2
14	3.03	1	1	2
14	2.95	1	1	2
14	-2.22	1	0	1
14	-2.63	0	1	1
14	-2.55	0	1	1
14	1.98	0	0	1
14	2.22	1	1	1
14	2.79	1	1	2
14	2.14	1	1	1
14	2.71	1	1	2
14	2.55	1	1	2
14	2.46	1	1	2
14	2.38	1	1	2
14	-2.55	1	0	1
14	2.3	1	1	2
14	-2.79	0	1	1
14	2.14	1	1	2
14	2.06	1	1	2
14	-2.71	1	0	1
14	1.98	1	1	2
14	1.9	1	1	2
14	-1.49	0	1	2
14	1.82	1	1	2
14	-2.95	0	1	1
14	-2.95	0	1	1
14	1.74	0	0	2
14	-1.49	0	1	2
14	2.22	0	0	1
14	-1.49	0	1	2
14	2.22	1	1	2
14	2.06	1	1	2
14	1.98	1	1	2
14	2.38	1	1	1
14	2.38	1	1	1
14	-2.87	1	0	1
14	-3.11	1	0	1
14	1.9	1	1	2
14	-3.27	1	0	1
14	1.82	1	1	2
14	1.66	1	1	2
14	1.58	1	1	2
14	-3.52	1	0	1
14	-3.68	0	1	1
14	-3.68	1	0	1
14	-1.33	0	1	2
14	-4	0	1	1
14	4	0	0	1
14	1.9	0	0	1
14	1.9	1	1	1
14	1.9	1	1	1
14	-3.19	0	1	1
14	1.49	0	0	2
14	1.9	1	1	1
14	-3.19	1	0	1
14	-3.43	0	1	1
14	-1.41	0	1	2
14	1.98	0	0	1
14	1.9	1	1	1
14	-3.27	1	0	1
14	-4	1	0	1
14	4	1	1	1
14	4	1	1	1
14	4	1	1	1
14	1.9	1	1	2
14	4	0	0	1
14	-3.11	0	1	1
14	-1.25	1	0	2
14	-1.58	1	0	2
14	-3.03	0	1	1
14	-3.03	0	1	1
14	1.41	0	0	1
14	-1.82	0	1	2
14	1.33	1	1	1
14	-1.74	1	0	2
14	-2.87	0	1	1
14	-1.98	0	1	2
14	-1.98	0	1	2
14	1.49	1	1	1
14	-1.9	0	1	2
14	-3.03	0	1	1
14	2.06	0	0	2
14	-3.03	0	1	1
14	-1.9	0	1	2
14	2.3	1	1	2
14	1.74	1	1	1
14	2.22	1	1	2
14	-1.82	1	0	2
14	-3.11	1	0	1
14	-3.27	0	1	1
14	1.74	1	1	1
14	-3.43	1	0	1
14	-3.6	0	1	1
14	-2.06	0	1	2
14	-1.98	0	1	2
14	1.74	0	0	1
14	2.22	1	1	2
14	1.66	1	1	1
14	2.14	0	0	2
14	-1.98	1	0	2
14	-2.22	0	1	2
14	-2.14	1	0	2
14	-2.38	0	1	2
14	-3.43	0	1	1
14	-2.3	0	1	2
14	2.46	0	0	2
14	2.79	1	1	2
14	2.71	1	1	2
14	1.82	1	1	1
14	-2.3	1	0	2
14	-3.6	0	1	1
14	-2.46	0	1	2
14	-2.46	1	0	2
14	-2.63	0	1	2
14	-2.63	0	1	2
14	2.71	1	1	2
14	-2.55	1	0	2
14	1.9	1	1	1
14	-3.68	0	1	1
14	-2.71	0	1	2
14	2.63	0	0	2
14	2.87	0	0	2
14	-3.6	0	1	1
14	1.98	1	1	1
14	3.19	1	1	2
14	-3.68	0	1	1
14	-4	0	1	2
14	3.11	0	0	2
14	-4	0	1	2
14	1.98	0	0	1
14	4	1	1	1
14	4	1	1	1
14	3.43	1	1	2
14	-4	1	0	2
14	-3.68	0	1	1
14	3.19	0	0	2
14	3.43	1	1	2
14	-4	0	1	2
14	-4	0	1	1
14	3.43	0	0	2
14	4	1	1	1
14	4	1	1	1
14	4	1	1	1
14	4	1	1	2
14	-3.68	1	0	1
14	-4	0	1	1
14	4	1	1	1
14	4	0	0	2
14	-4	0	1	1
14	-4	0	1	1
14	4	1	1	1
14	4	1	1	1
14	-4	0	1	1
14	-4	0	1	1
14	-4	0	1	2
14	-4	0	1	1
14	3.6	1	1	2
14	4	1	1	2
14	4	1	1	1
14	-4	1	0	2
14	-2.22	0	1	2
14	3.11	1	1	2
14	-4	0	1	1
14	-2.3	1	0	2
14	-2.38	1	0	2
14	-4	0	1	1
14	-2.38	0	1	2
14	-2.38	0	1	2
14	-4	0	1	1
14	-4	0	1	1
14	3.03	1	1	2
14	-4	0	1	1
14	-4	0	1	2
14	2.3	1	1	1
14	2.22	1	1	1
14	2.22	1	1	1
14	2.14	1	1	1
14	2.06	1	1	1
14	2.06	1	1	1
14	4	1	1	2
14	-3.43	0	1	1
14	-4	0	1	2
14	4	0	0	2
14	1.98	1	1	1
14	-3.35	0	1	1
14	1.9	1	1	1
14	-3.35	0	1	1
14	1.9	1	1	1
14	3.03	1	1	2
14	4	1	1	2
14	-3.27	0	1	1
14	1.82	0	0	1
14	-4	0	1	2
14	4	1	1	2
14	4	1	1	2
14	-4	0	1	2
14	4	1	1	2
14	2.06	0	0	1
14	4	1	1	2
14	2.22	1	1	1
14	-3.27	1	0	1
14	-4	0	1	1
14	4	1	1	2
14	-4	0	1	2
14	4	1	1	1
14	4	1	1	2
14	4	1	1	1
14	-4	0	1	2
14	-3.52	0	1	1
14	-4	0	1	1
14	-4	0	1	1
14	4	1	1	1
14	-4	1	0	2
14	-4	0	1	1
14	4	1	1	1
14	4	1	1	2
14	-4	0	1	1
14	-4	1	0	2
14	-2.71	0	1	2
14	-2.71	0	1	2
14	-2.63	1	0	2
14	4	0	0	2
14	-4	1	0	1
14	-2.55	0	1	2
14	4	1	1	1
14	4	1	1	1
14	-4	1	0	1
14	-4	0	1	1
14	-2.55	0	1	2
14	-2.46	0	1	2
14	-2.46	0	1	2
14	3.19	1	1	2
14	-2.55	1	0	2
14	4	1	1	2
14	-4	0	1	1
14	-4	0	1	1
14	-4	0	1	2
14	-4	0	1	1
14	-4	0	1	2
14	-4	0	1	1
14	-4	0	1	1
14	-4	0	1	2
14	-4	0	1	1
14	4	1	1	1
14	4	1	1	1
14	4	1	1	2
14	4	1	1	1
14	4	1	1	1
14	4	1	1	2
14	-4	1	0	2
14	4	1	1	1
14	-2.71	1	0	2
14	-4	0	1	2
14	4	0	0	1
14	1.98	1	1	1
14	1.9	1	1	1
14	1.9	1	1	1
14	1.82	1	1	1
14	1.74	1	1	1
14	-3.19	1	0	1
14	-3.43	0	1	1
14	1.74	1	1	1
14	4	1	1	2
14	4	1	1	2
14	4	1	1	2
14	1.66	1	1	1
14	4	1	1	2
14	-3.35	0	1	1
14	4	1	1	2
14	1.66	1	1	1
14	-4	1	0	2
14	-3.27	0	1	1
14	1.58	1	1	1
14	4	0	0	2
14	-2.79	1	0	2
14	-2.79	1	0	2
14	1.58	1	1	1
14	-2.79	1	0	2
14	-3.19	0	1	1
14	-2.63	1	0	2
14	1.49	0	0	1
14	-3.19	0	1	1
14	-2.55	0	1	2
14	-3.11	0	1	1
14	1.66	0	0	1
14	-3.11	0	1	1
14	-2.63	1	0	2
14	-2.46	1	0	2
14	1.9	1	1	1
14	-3.03	0	1	1
14	-2.38	0	1	2
14	-2.46	0	1	2
14	-2.46	0	1	2
14	-2.55	0	1	2
14	1.82	0	0	1
14	-2.63	0	1	2
15	0.04	0	0	1
15	0.04	1	1	2
15	0.53	1	1	1
15	-0.53	0	1	2
15	0.44	1	1	2
15	-0.77	0	1	2
15	0.53	0	0	2
15	1.17	1	1	2
15	-1.01	0	1	2
15	-0.36	0	1	1
15	1.25	1	1	2
15	0.85	1	1	1
15	-0.53	0	1	1
15	0.93	0	0	1
15	-0.69	0	1	1
15	1.66	0	0	1
15	-0.69	0	1	1
15	-0.69	0	1	1
15	-0.61	0	1	1
15	-1.01	0	1	2
15	-0.61	0	1	1
15	1.25	1	1	2
15	2.71	1	1	1
15	-0.93	0	1	2
15	1.09	0	0	2
15	2.55	1	1	1
15	1.82	1	1	2
15	-1.01	0	1	2
15	2.38	0	0	1
15	-0.61	0	1	1
15	1.74	1	1	2
15	-0.85	0	1	2
15	1.58	0	0	2
15	-0.53	0	1	1
15	2.22	0	0	2
15	-0.44	0	1	1
15	-0.36	0	1	1
15	3.19	1	1	1
15	-1.17	0	1	2
15	2.79	1	1	2
15	2.71	1	1	2
15	3.03	1	1	1
15	0.44	1	1	1
15	2.71	1	1	1
15	0.69	1	1	1
15	0.77	0	0	1
15	2.71	1	1	1
15	2.55	1	1	1
15	2.38	1	1	1
15	2.22	1	1	1
15	1.74	0	0	1
15	-1.01	0	1	2
15	2.79	0	0	1
15	2.55	1	1	2
15	2.46	1	1	2
15	-0.69	0	1	1
15	-0.69	0	1	1
15	-0.61	0	1	1
15	-0.85	0	1	2
15	3.19	1	1	1
15	2.3	0	0	2
15	3.11	1	1	1
15	-0.44	0	1	1
15	-1.01	0	1	2
15	2.95	1	1	2
15	-0.85	0	1	2
15	2.95	1	1	1
15	2.87	1	1	1
15	0.36	0	0	1
15	2.79	1	1	2
15	2.71	0	0	1
15	-0.04	1	0	2
15	0.12	1	1	2
15	-0.36	0	1	1
15	-0.28	0	1	1
15	0.12	0	0	2
15	-0.28	0	1	1
15	2.63	0	0	2
15	3.19	0	0	2
15	3.19	1	1	1
15	-1.58	0	1	2
15	-0.12	0	1	1
15	3.03	1	1	1
15	-1.58	0	1	2
15	3.6	1	1	2
15	-1.49	0	1	2
15	0.04	0	0	1
15	2.87	1	1	1
15	3.52	1	1	2
15	0.53	0	0	1
15	3.43	1	1	2
15	2.79	0	0	1
15	-1.33	1	0	2
15	-0.04	0	1	1
15	-1.58	0	1	2
15	3.35	0	0	2
15	-0.04	0	1	1
15	-1.74	0	1	2
15	0.04	0	0	1
15	0.04	0	0	1
15	3.19	1	1	1
15	0.2	1	1	1
15	3.11	1	1	1
15	3.03	1	1	1
15	-1.66	0	1	2
15	3.76	1	1	2
15	2.95	1	1	1
15	3.68	1	1	2
15	-1.58	0	1	2
15	2.87	1	1	1
15	3.6	0	0	2
15	-1.74	1	0	2
15	2.79	1	1	1
15	-1.82	0	1	2
15	-1.82	1	0	2
15	0.53	0	0	1
15	3.84	1	1	2
15	-1.82	0	1	2
15	2.71	1	1	1
15	0.69	1	1	1
15	2.55	1	1	1
15	2.38	1	1	1
15	3.76	1	1	2
15	1.58	0	0	1
15	3.68	1	1	2
15	3.6	1	1	2
