id	dx	rr	acc	cond
5	0.36	0	0	1
5	2.14	0	0	2
5	2.46	1	1	2
5	2.38	1	1	2
5	-0.77	0	1	2
5	2.3	1	1	2
5	-0.61	0	1	2
5	0.44	0	0	1
5	1.25	1	1	1
5	0.53	1	1	1
5	2.14	1	1	2
5	1.25	0	0	1
5	-0.44	0	1	2
5	1.9	1	1	2
5	-0.28	0	1	2
5	1.74	1	1	2
5	4	1	1	2
5	-4	0	1	2
5	1.49	1	1	1
5	4	1	1	2
5	0.2	0	0	1
5	-0.2	0	1	2
5	4	1	1	2
5	1.41	1	1	1
5	0.28	0	0	1
5	-4	0	1	2
5	1.66	1	1	2
5	1.33	1	1	1
5	0.36	0	0	1
5	0.36	0	0	1
5	4	1	1	2
5	-0.12	0	1	2
5	1.25	0	0	1
5	1.49	1	1	1
5	4	1	1	2
5	4	1	1	2
5	0.28	0	0	1
5	1.58	1	1	2
5	1.41	1	1	1
5	-4	0	1	2
5	-3.52	0	1	1
5	0.36	0	0	1
5	-3.84	0	1	1
5	-0.04	0	1	2
5	4	1	1	2
5	1.58	1	1	2
5	0.04	0	0	2
5	4	0	0	2
5	0.93	1	1	2
5	1.41	1	1	1
5	0.36	0	0	1
5	-4	0	1	1
5	0.44	0	0	1
5	1.33	1	1	1
5	1.09	0	0	2
5	1.33	1	1	2
5	1.25	0	0	2
5	-4	0	1	1
5	0.44	0	0	1
5	0.36	1	1	2
5	1.58	1	1	2
5	1.49	1	1	2
5	1.41	1	1	2
5	4	1	1	1
5	0.2	0	0	2
5	0.53	0	0	1
5	-4	0	1	1
5	1.33	1	1	2
5	0.28	0	0	2
5	0.36	1	1	2
5	1.25	1	1	1
5	0.53	1	1	1
5	1.25	1	1	1
5	1.25	0	0	2
5	0.44	1	1	1
5	1.33	1	1	1
5	1.49	0	0	2
5	1.66	1	1	2
5	1.25	1	1	1
5	4	1	1	1
5	1.25	1	1	1
5	-4	0	1	1
5	0.36	0	0	1
5	1.17	1	1	1
5	-4	0	1	1
5	-0.04	0	1	2
5	1.17	1	1	1
5	0.04	0	0	2
5	1.58	1	1	2
5	0.12	0	0	2
5	0.53	0	0	1
5	1.09	1	1	1
5	4	1	1	1
5	1.49	0	0	2
5	1.01	1	1	1
10	-0.04	1	0	2
10	-0.53	0	1	2
10	0.36	1	1	2
10	0.04	0	0	1
10	0.53	0	0	1
10	-0.85	0	1	2
10	0.36	0	0	1
10	1.09	0	0	1
10	0.77	0	0	1
10	1.41	1	1	1
10	0.53	0	0	1
10	0.53	0	0	2
10	1.66	1	1	1
10	1.09	1	1	2
10	1.66	0	0	1
10	0.36	0	0	1
10	-1.09	0	1	2
10	0.44	0	0	1
10	0.61	0	0	1
10	2.14	1	1	1
10	2.06	1	1	1
10	1.25	0	0	2
10	1.98	1	1	1
10	1.33	1	1	1
10	-1.09	1	0	2
10	1.82	1	1	1
10	-1.33	0	1	2
10	1.74	0	0	2
10	1.41	0	0	1
10	1.98	1	1	1
10	0.93	1	1	1
10	0.36	0	0	1
10	2.06	1	1	1
10	1.98	1	1	1
10	-1.33	1	0	2
10	0.69	1	1	1
10	-1.17	1	0	2
10	0.2	1	1	1
10	1.25	1	1	2
10	-0.28	0	1	1
10	1.33	1	1	2
10	1.41	1	1	2
10	-2.14	1	0	2
10	-0.2	0	1	1
10	1.33	0	0	2
10	1.09	1	1	2
10	1.25	1	1	2
10	-0.12	0	1	1
10	-2.46	1	0	2
10	2.22	1	1	1
10	2.14	1	1	1
10	0.12	1	1	1
10	1.33	1	1	2
10	1.49	1	1	2
10	1.58	1	1	2
10	-0.36	0	1	1
10	-3.43	1	0	2
10	-0.28	0	1	1
10	2.22	1	1	1
10	1.82	1	1	2
10	-0.12	1	0	1
10	-0.61	1	0	1
10	-1.01	0	1	1
10	-0.93	0	1	1
10	-0.85	0	1	1
10	1.9	1	1	2
10	2.06	1	1	2
10	2.46	1	1	1
10	2.14	1	1	2
10	4	1	1	2
10	-0.69	0	1	1
10	2.38	1	1	1
10	-0.53	1	0	1
10	-1.01	1	0	1
10	4	1	1	2
10	-1.41	0	1	1
10	-1.33	0	1	1
10	4	1	1	2
10	4	1	1	2
10	-1.25	0	1	1
10	-4	1	0	2
10	2.63	1	1	1
10	-4	1	0	2
10	2.55	1	1	1
10	-4	1	0	2
10	4	1	1	2
10	4	1	1	2
10	4	1	1	2
10	-1.01	0	1	1
10	2.46	1	1	1
10	-0.77	0	1	1
10	-4	1	0	2
10	2.3	1	1	1
10	4	1	1	2
10	4	1	1	2
10	4	1	1	2
10	4	1	1	2
10	-4	0	1	2
10	4	1	1	2
10	4	1	1	2
10	-0.28	0	1	1
10	0.12	0	0	1
10	0.36	0	0	1
10	-4	0	1	2
10	0.44	0	0	1
10	-4	0	1	2
10	4	0	0	2
10	-4	0	1	2
10	0.53	1	1	1
10	4	0	0	2
10	4	0	0	2
10	4	1	1	2
10	2.14	1	1	1
10	0.12	0	0	1
10	4	1	1	2
10	4	1	1	2
10	0.28	0	0	1
10	4	1	1	2
10	-4	0	1	2
10	4	1	1	2
10	4	1	1	2
10	-4	0	1	2
10	0.36	0	0	1
10	0.44	0	0	1
10	4	0	0	2
10	0.93	0	0	2
10	0.69	0	0	2
10	-3.43	0	1	2
10	0.44	0	0	1
10	0.53	0	0	1
10	-3.19	0	1	2
10	-3.03	0	1	2
10	0.77	1	1	1
10	-2.87	1	0	2
10	0.36	0	0	1
10	0.44	0	0	1
10	0.93	0	0	1
10	-3.43	0	1	2
10	-3.19	0	1	2
10	-3.03	1	0	2
10	0.61	0	0	2
10	-2.87	0	1	2
10	-2.71	0	1	2
10	0.53	1	1	1
10	0.36	0	0	1
10	-2.46	0	1	2
10	-2.3	0	1	2
10	0.44	0	0	1
10	-2.22	0	1	2
10	0.44	0	0	1
10	-2.14	0	1	2
10	-2.06	0	1	2
10	-1.98	0	1	2
10	0.53	1	1	1
10	1.66	1	1	1
10	0.36	0	0	1
10	-1.98	1	0	2
10	-2.14	1	0	2
10	0.36	1	1	1
10	1.74	1	1	1
10	0.12	1	1	2
10	1.66	1	1	1
10	0.28	1	1	1
10	0.36	0	0	2
10	-2.46	0	1	2
10	-2.38	0	1	2
10	-2.3	0	1	2
10	-2.22	0	1	2
10	4	1	1	1
10	4	1	1	1
10	-4	0	1	1
10	-4	0	1	1
10	4	1	1	1
10	4	1	1	1
10	-2.22	0	1	2
10	-2.14	0	1	2
10	4	1	1	1
10	-2.06	1	0	2
10	4	1	1	1
10	4	1	1	1
10	-4	0	1	1
10	4	1	1	1
10	4	1	1	1
10	0.77	1	1	2
10	-2.55	1	0	2
10	4	1	1	1
10	0.85	0	0	2
10	-2.46	0	1	2
10	4	1	1	1
10	-4	0	1	1
10	1.98	1	1	1
10	-2.38	0	1	2
10	0.93	0	0	2
10	-2.06	0	1	2
10	4	1	1	1
10	1.9	1	1	1
10	1.09	1	1	2
10	-2.3	0	1	2
10	4	1	1	1
10	4	1	1	1
10	1.9	1	1	1
10	4	1	1	1
10	1.33	0	0	2
10	-0.12	0	1	1
10	-1.98	0	1	2
10	4	1	1	1
10	1.58	1	1	2
10	1.82	1	1	1
10	-2.14	1	0	2
10	-0.04	0	1	1
10	4	1	1	1
10	-0.04	0	1	1
10	-4	0	1	1
10	-2.3	0	1	2
10	1.58	1	1	2
10	1.82	1	1	1
10	-2.55	0	1	2
10	1.66	1	1	2
10	-2.63	0	1	2
10	1.82	0	0	2
10	0.04	0	0	1
10	4	1	1	1
10	1.9	0	0	2
10	0.04	0	0	1
10	1.9	0	0	2
10	-4	0	1	1
10	1.74	1	1	1
10	1.98	0	0	2
10	0.04	0	0	1
10	2.06	0	0	2
10	0.12	0	0	1
10	2.14	0	0	2
10	0.12	0	0	1
10	1.58	0	0	1
10	2.14	0	0	2
10	4	1	1	1
10	2.06	1	1	2
10	2.06	0	0	2
10	2.06	0	0	2
10	2.06	0	0	2
10	-4	0	1	1
10	2.06	0	0	2
10	4	1	1	1
10	2.06	1	1	2
10	2.06	1	1	2
10	-4	0	1	1
10	2.06	0	0	2
10	1.82	1	1	1
10	2.06	0	0	2
10	-4	0	1	1
10	1.98	0	0	2
10	1.98	0	0	2
10	1.98	0	0	2
10	1.82	0	0	1
10	4	1	1	1
10	1.98	1	1	2
10	1.98	1	1	2
10	4	1	1	1
10	-4	0	1	1
10	1.9	1	1	1
10	2.06	1	1	2
10	2.06	1	1	2
10	-4	0	1	1
10	1.9	1	1	1
10	0.36	0	0	2
10	2.87	1	1	2
10	0.04	0	0	1
10	3.19	1	1	2
10	-4	0	1	1
10	1.9	1	1	1
10	0.04	1	1	1
10	1.98	1	1	1
10	4	0	0	2
10	-0.04	0	1	2
10	-0.04	1	0	2
10	0.04	0	0	2
10	1.9	0	0	1
10	4	1	1	1
10	2.79	1	1	2
10	-0.28	0	1	2
10	3.68	0	0	2
10	-0.04	0	1	2
10	4	1	1	1
10	3.11	0	0	2
10	0.12	0	0	2
10	2.06	1	1	1
10	3.19	1	1	2
10	4	1	1	1
10	-0.2	0	1	2
10	-0.2	0	1	1
10	3.76	1	1	2
10	-4	1	0	2
10	-0.12	0	1	2
10	1.98	0	0	1
10	4	1	1	1
10	-4	0	1	1
10	2.14	1	1	1
10	-0.2	0	1	2
10	-0.28	0	1	2
10	-4	0	1	1
10	-0.28	0	1	1
10	2.14	1	1	1
10	-4	0	1	1
10	-0.36	0	1	2
10	-0.53	0	1	2
10	-0.61	0	1	2
10	-0.2	0	1	1
10	2.06	1	1	1
10	-0.69	0	1	2
10	-4	0	1	1
10	-0.2	0	1	1
10	-0.77	0	1	2
10	-0.85	0	1	2
10	2.06	1	1	1
10	-0.93	0	1	2
10	-0.93	0	1	2
10	-1.01	0	1	2
10	-1.01	0	1	2
10	-1.09	0	1	2
10	4	1	1	1
10	-0.12	0	1	1
10	2.06	1	1	1
10	-1.09	0	1	2
10	-1.09	0	1	2
10	-1.09	0	1	2
10	-4	0	1	1
10	-1.09	0	1	2
10	-0.12	0	1	1
10	4	1	1	1
10	1.98	1	1	1
10	-1.09	0	1	2
10	-0.12	0	1	1
10	-1.09	0	1	2
10	-1.09	0	1	2
10	-1.09	0	1	2
10	4	1	1	1
10	-0.04	0	1	1
10	-1.09	0	1	2
10	-1.09	0	1	2
10	-1.09	1	0	2
10	-1.17	0	1	2
10	1.98	0	0	1
10	-4	0	1	1
10	-4	0	1	1
10	2.06	1	1	1
10	4	1	1	1
10	-1.17	0	1	2
10	-0.12	0	1	1
10	4	1	1	1
10	-1.09	0	1	2
10	-1.09	0	1	2
10	-1.09	0	1	2
10	-1.09	0	1	2
10	2.06	1	1	1
10	-0.04	0	1	1
10	4	1	1	1
10	2.06	1	1	1
10	-0.04	0	1	1
10	-4	0	1	1
10	-1.09	0	1	2
10	-1.01	0	1	2
10	-1.01	0	1	2
10	-1.01	0	1	2
10	-0.04	0	1	1
10	4	1	1	1
10	-0.93	0	1	2
10	1.98	1	1	1
10	-0.04	0	1	1
10	-0.93	0	1	2
10	4	1	1	1
10	1.98	1	1	1
10	0.04	0	0	1
10	-0.93	0	1	2
10	-0.93	0	1	2
10	-0.85	0	1	2
10	-0.85	0	1	2
10	4	1	1	1
10	-0.85	0	1	2
10	0.04	0	0	1
10	4	1	1	1
10	1.98	1	1	1
10	0.04	0	0	1
10	-0.77	1	0	2
10	-0.93	0	1	2
10	-4	0	1	1
10	-0.85	0	1	2
10	0.04	0	0	1
10	1.9	0	0	1
10	-4	0	1	1
10	-0.85	0	1	2
10	-0.85	0	1	2
10	-0.77	0	1	2
10	-4	0	1	1
10	-0.77	0	1	2
10	1.98	1	1	1
10	-0.77	0	1	2
10	-4	0	1	1
10	-0.69	0	1	2
10	0.04	0	0	1
10	4	1	1	1
11	0.04	1	1	1
11	-0.53	1	0	1
11	-0.36	1	0	1
11	0.04	1	1	2
11	-1.09	0	1	1
11	-0.53	1	0	2
11	-0.36	1	0	2
11	-1.09	1	0	2
11	-0.04	1	0	1
11	-0.77	0	1	2
11	-1.33	1	0	1
11	0.2	1	1	2
11	0.12	1	1	2
11	-0.04	1	0	1
11	-0.12	0	1	1
11	0.61	1	1	1
11	0.53	1	1	1
11	0.12	1	1	2
11	-1.58	1	0	2
11	0.53	1	1	1
11	-0.04	1	0	2
11	-0.12	1	0	2
11	-0.2	1	0	2
11	-2.55	1	0	2
11	0.12	1	1	2
11	0.04	1	1	2
11	-0.04	1	0	2
11	-2.55	1	0	1
11	-0.12	1	0	2
11	-0.2	1	0	2
11	-0.28	1	0	2
11	0.69	1	1	1
11	0.61	0	0	1
11	-0.36	0	1	2
11	1.01	1	1	1
11	-3.43	0	1	2
11	-3.35	1	0	2
11	0.44	0	0	2
11	0.77	0	0	2
11	1.01	1	1	1
11	1.09	1	1	2
11	1.01	1	1	1
11	1.09	1	1	2
11	1.01	0	0	2
11	1.33	1	1	2
11	1.25	1	1	2
11	1.25	1	1	2
11	0.93	1	1	1
11	1.17	1	1	2
11	-3.6	0	1	1
11	1.17	0	0	2
11	-3.52	0	1	1
11	1.41	0	0	2
11	4	0	0	2
11	-3.35	0	1	1
11	-3.27	0	1	1
11	-3.11	0	1	1
11	0.77	0	0	2
11	0.36	0	0	1
11	-3.11	0	1	1
11	-3.03	0	1	1
11	1.09	0	0	2
11	-2.87	0	1	1
11	1.33	1	1	2
11	-2.79	0	1	1
11	0.69	1	1	1
11	1.33	0	0	2
11	-2.55	0	1	1
11	-4	0	1	2
11	-4	1	0	2
11	-1.33	0	1	1
11	-4	0	1	2
11	4	1	1	2
11	-2.22	0	1	1
11	-4	0	1	2
11	-4	0	1	2
11	1.41	1	1	2
11	-1.9	0	1	1
11	-1.74	0	1	1
11	-1.66	0	1	1
11	-0.77	1	0	1
11	-0.44	1	0	1
11	-0.53	0	1	1
11	1.41	1	1	2
11	-4	0	1	2
11	-1.98	1	0	1
11	0.85	1	1	1
11	-2.55	0	1	1
11	0.69	1	1	1
11	1.33	0	0	2
11	4	0	0	2
11	-2.38	0	1	1
11	-2.22	1	0	1
11	0.85	1	1	2
11	0.77	1	1	1
11	0.93	1	1	2
11	-2.71	1	0	1
11	0.93	0	0	1
11	1.25	1	1	1
11	1.17	1	1	1
11	-3.27	1	0	1
11	0.93	1	1	2
11	0.93	0	0	2
11	1.25	0	0	1
11	4	1	1	2
11	-4	0	1	2
11	1.49	1	1	1
11	1.49	1	1	1
11	-3.6	0	1	1
11	4	1	1	2
11	-3.6	0	1	1
11	1.33	0	0	1
11	-4	1	0	2
11	4	0	0	2
11	1.58	1	1	1
11	0.77	0	0	2
11	-3.52	0	1	2
11	-3.6	0	1	1
11	-3.43	0	1	2
11	1.49	1	1	1
11	0.44	1	1	2
11	-3.68	0	1	2
11	0.61	0	0	2
11	-3.19	0	1	2
11	-3.52	0	1	1
11	-3.43	1	0	1
11	1.49	1	1	1
11	-3.19	0	1	2
11	-3.68	0	1	1
11	-3.11	0	1	2
11	1.41	1	1	1
11	-3.03	0	1	2
11	-3.6	0	1	1
11	-3.03	0	1	2
11	1.25	0	0	1
11	0.69	1	1	2
11	1.58	1	1	1
11	-3.6	0	1	1
11	-3.6	0	1	1
11	-3.19	0	1	2
11	1.41	1	1	1
11	-3.43	1	0	1
11	0.85	0	0	2
11	-2.95	0	1	2
11	-2.95	0	1	2
11	1.01	1	1	2
11	1.58	1	1	1
11	-3.76	0	1	1
11	-3.11	0	1	2
11	1.49	1	1	1
11	1.17	1	1	2
11	1.17	0	0	2
11	-3.11	1	0	2
11	-3.68	0	1	1
11	-3.6	0	1	1
11	-3.11	0	1	2
11	1.25	1	1	1
11	-3.11	1	0	2
11	-3.43	0	1	1
11	0.93	1	1	2
11	-3.35	1	0	2
11	-4	1	0	1
11	1.25	1	1	1
11	-3.43	1	0	2
11	4	1	1	1
11	4	1	1	1
11	-4	0	1	1
11	-4	0	1	1
11	-4	0	1	1
11	4	1	1	1
11	0.77	0	0	2
11	-4	1	0	1
11	4	1	1	1
11	-3.11	0	1	2
11	-4	1	0	1
11	0.69	0	0	2
11	4	1	1	1
11	4	1	1	1
11	4	1	1	1
11	4	1	1	1
11	4	1	1	1
11	-2.63	1	0	2
11	0.36	1	1	2
11	4	1	1	1
11	-3.27	0	1	2
11	4	1	1	1
11	-3.27	0	1	2
11	-4	0	1	1
11	0.77	1	1	2
11	-3.68	1	0	2
11	0.77	0	0	2
11	0.44	0	0	2
11	0.12	1	1	2
11	-3.03	0	1	2
11	-3.03	0	1	2
11	0.69	0	0	2
11	0.53	0	0	2
11	-4	0	1	1
11	-4	0	1	1
11	4	0	0	1
11	0.44	0	0	2
11	0.85	1	1	1
11	0.44	1	1	2
11	-2.22	1	0	2
11	0.77	1	1	1
11	-2.22	0	1	2
11	0.69	1	1	1
11	0.44	0	0	2
11	0.61	1	1	1
11	-3.11	0	1	1
11	0.44	0	0	2
11	0.53	1	1	1
11	0.61	1	1	2
11	0.44	1	1	2
11	-2.95	1	0	1
11	0.61	1	1	1
11	0.53	1	1	1
11	0.53	1	1	1
11	0.44	0	0	1
11	-3.43	1	0	1
11	-2.63	0	1	2
11	-4	0	1	1
11	-4	0	1	1
11	4	1	1	1
11	-4	1	0	1
11	4	1	1	1
11	-2.71	1	0	2
11	-2.55	1	0	2
11	-2.38	1	0	2
11	4	1	1	1
11	4	1	1	1
11	-4	0	1	1
11	-2.38	0	1	2
11	-2.38	1	0	2
11	-2.38	1	0	2
11	-2.38	0	1	2
11	0.04	1	1	2
11	-3.35	0	1	2
11	4	0	0	2
11	-4	0	1	1
11	-4	0	1	1
11	-0.36	0	1	2
11	4	1	1	1
11	-0.28	1	0	2
11	-0.36	0	1	2
11	-4	0	1	1
11	-0.28	0	1	2
11	4	1	1	1
11	-0.2	1	0	2
11	-0.36	1	0	2
11	-0.61	0	1	2
11	-0.36	1	0	2
11	-4	0	1	1
11	-0.77	1	0	2
11	-2.14	0	1	2
11	-2.14	0	1	2
11	0.2	0	0	2
11	-4	0	1	1
11	4	1	1	1
11	0.2	1	1	2
11	4	1	1	1
11	-4	0	1	1
11	4	1	1	1
11	4	1	1	1
11	4	1	1	1
11	-2.46	1	0	2
11	4	1	1	1
11	-4	0	1	1
11	-2.22	0	1	2
11	-4	0	1	1
11	0.2	0	0	2
11	0.2	0	0	2
11	0.28	0	0	2
11	-4	0	1	1
11	-4	0	1	1
11	0.36	1	1	2
11	4	1	1	1
11	0.28	1	1	2
11	4	1	1	1
11	-4	0	1	1
11	0.12	1	1	2
11	4	1	1	1
11	-4	0	1	1
11	4	1	1	1
11	-2.87	0	1	2
11	-3.11	0	1	2
11	-4	0	1	1
11	1.01	0	0	2
11	0.93	1	1	2
11	4	1	1	1
11	-4	0	1	1
11	-4	1	0	2
11	-0.04	1	0	2
11	-2.38	1	0	2
11	0.69	1	1	1
11	4	1	1	1
11	-4	0	1	1
11	-2.22	1	0	2
11	-2.14	0	1	2
11	4	1	1	1
11	0.69	1	1	1
11	-2.14	1	0	2
11	-2.14	0	1	2
11	-2.14	0	1	2
11	4	1	1	1
11	0.04	0	0	2
11	0.12	0	0	2
11	-4	1	0	1
11	-4	1	0	1
11	0.2	0	0	2
11	4	1	1	1
11	0.36	0	0	2
11	0.44	1	1	2
11	0.36	0	0	2
11	-4	1	0	1
11	4	1	1	1
11	4	1	1	1
11	0.44	1	1	2
11	4	1	1	1
11	0.36	1	1	2
11	0.2	1	1	2
11	-2.38	1	0	2
11	-4	0	1	1
11	-2.14	0	1	2
11	4	1	1	1
11	-2.14	0	1	2
11	0.61	0	0	2
11	4	1	1	1
11	4	1	1	1
11	0.61	1	1	2
11	0.61	0	0	2
11	0.61	1	1	2
11	-4	0	1	1
11	0.61	0	0	2
11	0.61	0	0	2
11	-4	0	1	1
11	-4	0	1	1
11	-4	0	1	1
11	0.69	0	0	2
11	4	1	1	1
11	0.77	0	0	2
11	1.01	1	1	1
11	0.77	1	1	2
11	1.01	1	1	1
11	4	1	1	1
11	1.01	1	1	1
11	-4	0	1	1
11	4	1	1	1
11	0.77	1	1	2
11	0.69	0	0	2
11	0.77	1	1	2
11	0.69	0	0	2
11	0.77	0	0	2
11	0.93	1	1	1
11	0.85	1	1	2
11	0.85	0	0	2
11	0.85	1	1	2
11	4	1	1	1
11	0.85	1	1	2
11	0.93	1	1	1
11	0.77	1	1	2
11	0.69	1	1	2
11	-4	0	1	1
11	-2.71	1	0	2
11	0.85	1	1	1
11	4	1	1	1
